Date,Price,Gain,Discount,game_id,id
"
					October 2016
				",51.65,-1.45,-2.72%,97,50
"
					September 2016
				",53.09,-8.89,-14.34%,102,50
"
					August 2016
				",61.98,-18.88,-23.35%,118,50
"
					July 2016
				",80.87,11.25,+16.16%,196,50
"
					June 2016
				",69.61,13.88,+24.90%,158,50
"
					May 2016
				",55.74,-4.37,-7.26%,124,50
"
					April 2016
				",60.10,-6.70,-10.03%,136,50
"
					March 2016
				",66.81,-21.38,-24.25%,135,50
"
					February 2016
				",88.19,-6.99,-7.34%,191,50
"
					January 2016
				",95.18,5.42,+6.04%,216,50
"
					December 2015
				",89.76,24.99,+38.59%,209,50
"
					November 2015
				",64.76,16.19,+33.32%,209,50
"
					October 2015
				",48.58,-0.00,-0.00%,104,50
"
					September 2015
				",48.58,-6.37,-11.60%,102,50
"
					August 2015
				",54.95,-9.72,-15.03%,98,50
"
					July 2015
				",64.67,-20.31,-23.90%,125,50
"
					June 2015
				",84.98,25.72,+43.40%,199,50
"
					May 2015
				",59.26,3.26,+5.83%,134,50
"
					April 2015
				",55.99,-4.45,-7.36%,116,50
"
					March 2015
				",60.44,-5.05,-7.71%,133,50
"
					February 2015
				",65.49,-17.18,-20.78%,130,50
"
					January 2015
				",82.67,7.85,+10.49%,178,50
"
					December 2014
				",74.82,19.25,+34.64%,173,50
"
					November 2014
				",55.57,-17.29,-23.73%,126,50
"
					October 2014
				",72.87,17.45,+31.49%,183,50
"
					September 2014
				",55.42,3.57,+6.89%,176,50
"
					August 2014
				",51.85,-5.39,-9.42%,93,50
"
					July 2014
				",57.24,3.40,+6.31%,106,50
"
					June 2014
				",53.84,9.30,+20.88%,119,50
"
					May 2014
				",44.54,-5.04,-10.17%,99,50
"
					April 2014
				",49.58,-0.71,-1.40%,96,50
"
					March 2014
				",50.29,-3.29,-6.14%,110,50
"
					February 2014
				",53.57,-13.63,-20.28%,122,50
"
					January 2014
				",67.20,10.16,+17.81%,169,50
"
					December 2013
				",57.04,11.39,+24.96%,114,50
"
					November 2013
				",45.65,-12.55,-21.56%,111,50
"
					October 2013
				",58.19,11.10,+23.58%,145,50
"
					September 2013
				",47.09,-7.75,-14.13%,97,50
"
					August 2013
				",54.84,-23.13,-29.66%,105,50
"
					July 2013
				",77.96,38.84,+99.29%,204,50
"
					June 2013
				",39.12,0.46,+1.19%,84,50
"
					May 2013
				",38.66,-4.37,-10.17%,87,50
"
					April 2013
				",43.04,3.11,+7.80%,101,50
"
					March 2013
				",39.92,-3.23,-7.48%,100,50
"
					February 2013
				",43.15,-7.05,-14.04%,96,50
"
					January 2013
				",50.20,3.14,+6.66%,126,50
"
					December 2012
				",47.06,8.43,+21.82%,119,50
"
					November 2012
				",38.63,-2.67,-6.46%,83,50
"
					October 2012
				",41.30,-14.96,-26.59%,102,50
"
					September 2012
				",56.26,0.49,+0.89%,123,50
"
					August 2012
				",55.77,-23.29,-29.46%,106,50
"
					July 2012
				",79.06,-,-,137,50
