id,appid,developer
1012,47500,Virtual Prophecy Entertainment
1013,47520,Vogat Interactive
1014,47540,Infinite Interactive
1015,47570,Virtual Prophecy Entertainment
1016,47700,EA Los Angeles
1017,47730,BioWare
1018,47780,Visceral Games
1019,47790,Electronic Arts
1020,47800,Stainless Games
1021,47810,BioWare
1022,47870,Criterion Games
1023,47890,The Sims Studio
1024,47920,Slightly Mad Studios
1025,48000,Playdead
1026,48110,Ubisoft Romania
1027,48150,Exkee
1028,48190,Ubisoft Montreal
1029,48220,Blackhole
1030,48240,"Blue Byte, Related Designs"
1031,48700,TaleWorlds Entertainment
1032,48720,TaleWorlds Entertainment
1033,48800,VStep
1034,48900,Nicklas Nygren
1035,48950,Vanguard Games
1036,49000,PlayFirst
1037,49300,Nitro Games
1038,49320,Nitro Games
1039,49330,Nitro Games
1040,49470,Stainless Games Ltd
1041,49520,"Gearbox Software, Aspyr (Mac), Aspyr (Linux)"
1042,49540,Gearbox Software
1043,49600,Cold Beam Games
1044,49800,Muse Games
1045,49810,Muse Games
1046,49900,Beatnik Games
1047,50000,Noumenon Games
1048,50130,"2K Czech, Feral Interactive (Mac)"
1049,50300,YAGER
1050,50400,
1051,50510,doublesix
1052,50620,Vigil Games
1053,50820,Press Play
1054,50910,Big Fish Games
1055,50920,Big Fish Games
1056,50930,Big Fish Games
1057,50940,Big Fish Games
1058,50960,Big Fish Games
1059,50970,Big Fish Games
1060,50980,Big Fish Games
1061,50990,Big Fish Games
1062,51000,Big Fish Games
1063,51010,Big Fish Games
1064,51020,Big Fish Games
1065,51030,Big Fish Games
1066,51060,Big Fish Studios
1067,55000,Blendo Games
1068,55020,Blendo Games
1069,55040,Blendo Games
1070,55100,"Kaos Studios, Digital Extremes"
1071,55110,Volition
1072,55130,
1073,55140,"Double Helix Games, Rainbow Studios, THQ Nordic"
1074,55150,Relic
1075,55190,
1076,55210,
1077,55230,Volition
1078,57000,Over the Top Games
1079,57200,Doctor Entertainment AB
1080,57300,Frictional Games
1081,57620,Gaming Minds Studios
1082,57640,Revolution Software Ltd
1083,57650,Realmforge Studios
1084,57680,Haemimont Games
1085,57690,Haemimont Games
1086,57700,Mediatonic
1087,57740,"Coreplay GmbH, Bigmoon Studios"
1088,57800,Stickmen Studios
1089,57900,Gearbox Software
1090,58200,Brawsome
1091,58230,Brawsome
1092,58400,Binary Takeover
1093,58520,Cyanide Studios
1094,58550,Cyanide Studios
1095,58560,Pendulo Studios
1096,58570,Pendulo Studios
1097,58610,Eugen Systems
1098,60340,MumboJumbo
1099,60350,MumboJumbo
1100,60600,Source Studio Ltd.
1101,60700,4sdk
1102,60800,"CINEMAX, s.r.o."
1103,61100,YeaBoing
1104,61310,Cipher Prime Studios
1105,61500,Triumph Studios
1106,61510,Triumph Studios
1107,61520,Triumph Studios
1108,61600,Secret Exit Ltd.
1109,61700,Capybara Games
1110,61730,Capybara Games
1111,62000,Firemint
1112,62100,Zoë Mode
1113,63000,Big Sandwich Games
1114,63110,bitComposer Games
1115,63200,Uber Entertainment
1116,63230,
1117,63380,Rebellion
1118,63500,Ronimo Games
1119,63610,Cyan Worlds
1120,63620,Cyan Worlds
1121,63630,Cyan Worlds
1122,63640,Cyan Worlds
1123,63650,Cyan Worlds
1124,63660,Cyan Worlds
1125,63700,Gaijin Games
1126,63710,Gaijin Games
1127,63800,Lunar Giant
1128,63900,Ino-Co
1129,63910,Katauri Interactive
1130,63940,1C Entertainment
1131,63950,1C: Maddox Games
1132,63960,1C Entertainment
1133,64000,Digitalmindsoft
1134,65070,"Red Dot Games, PLAY"
1135,65080,Cateia Games
1136,65200,TML-Studios
1137,65270,Giants Software
1138,65300,Hitbox Team
1139,65400,React Games
1140,65500,Streko Graphics
1141,65530,Mind Over Matter Studios
1142,65540,Piranha Bytes
1143,65560,Eggtooth Team
1144,65600,"Trine Studios, G3 Community Patch Team, Mad Vulture Games"
1145,65610,Spellbound Studios
1146,65710,Centauri Production
1147,65730,Bohemia Interactive
1148,65740,Bohemia Interactive
1149,65780,Bohemia Interactive
1150,65790,Bohemia Interactive
1151,65800,Trendy Entertainment
1152,65930,2K Marin
1153,65980,"Firaxis Games, Aspyr (Mac), Aspyr (Linux)"
1154,67000,Dmytry Lavrov
1155,67370,Digital Extremes
1156,70000,800 North and Digital Ranch
1157,70100,exosyphen studios
1158,70110,exosyphen studios
1159,70120,exosyphen studios
1160,70200,I Sioux Game Productions B.V.
1161,70210,I Sioux Game Productions B.V.
1162,70300,Terry Cavanagh
1163,70400,EasyGameStation
1164,70420,EasyGameStation
1165,70500,Grendel Games
1166,70600,Team17 Digital Ltd
1167,70620,Team17 Digital Ltd
1168,70640,Team17 Digital Ltd
1169,70650,Team17 Digital Ltd
1170,70660,Team17 Digital Ltd
1171,70900,Blind Mind Studios
1172,71000,StarWraith 3D Games LLC
1173,71230,SEGA
1174,71240,SEGA
1175,71250,SEGA
1176,71260,SEGA
1177,71300,
1178,71310,
1179,71340,Devil's Details
1180,72000,Eyebrow Interactive
1181,72200,Giant Army
1182,72400,Tomkorp Computer Solutions Inc.
1183,72500,Joshyy
1184,72520,
1185,72530,
1186,72850,Bethesda Game Studios
1187,72900,Clara Lehenaff
1188,73010,Colossal Order Ltd.
1189,73020,1C:InoCo
1190,73060,Most Wanted Entertainment
1191,73170,Martin Ivanov
1192,73190,Ageod
1193,73210,Paradox Development Studio
1194,73220,BattleGoat Studios
1195,78000,"PopCap Games, Inc."
1196,80000,BlueGiant Interactive
1197,80200,Red Redemption
1198,80300,Ivy Games
1199,80310,Joshua Neurnberger
1200,80330,Wadjet Eye Games
1201,80340,Wadjet Eye Games
1202,80350,Wadjet Eye Games
1203,80360,Wadjet Eye Games
1204,90200,Giants Software
1205,90400,Relentless Software
1206,90500,Petroglyph
1207,90800,
1208,91100,Digital Reality
1209,91200,11 bit studios
1210,91310,Techland
1211,91330,"X1 Software, AWAR"
1212,91600,Coffee Stain Studios
1213,91700,Streum On Studio
1214,91800,Bacon Wrapped Games
1215,91810,Bacon Wrapped Games
1216,91900,Steel Monkeys
1217,92000,Dark Energy Digital Ltd.
1218,92100,"Geoff 'Zag' Keene, Richard Keene"
1219,92200,Platine Dispositif
1220,92210,Platine Dispositif
1221,92220,Platine Dispositif
1222,92300,Extend Studio
1223,92400,Copenhagen Game Collective
1224,92600,"WXP Games, LLC"
1225,92700,Black Lion Studios
1226,92800,Zachtronics
1227,92900,Actalogic
1228,93200,Puppygames
1229,94000,Stout Games
1230,94200,Final Form Games
1231,94300,Cockroach Inc.
1232,94400,Messhof
1233,94500,Telltale Games
1234,94510,Telltale Games
1235,94520,Telltale Games
1236,94530,Telltale Games
1237,94590,Telltale Games
1238,94600,Straandlooper
1239,94610,Straandlooper
1240,94620,Straandlooper
1241,95000,SpikySnail
1242,95300,Alientrap
1243,95400,"Sparpweed, Codeglue"
1244,95700,Peter Brinson and Kurosh ValaNejad
1245,95900,"Games Farm, 3Division"
1246,96000,Colibri Games
1247,96100,Paul Fisch
1248,96200,Kot in Action Creative Artel
1249,96800,IllFonic
1250,96900,Fire Hose Games
1251,97000,Murudai
1252,97100,TimeGate Studios
1253,97110,TimeGate Studios
1254,97120,TimeGate Studios
1255,97130,TimeGate Studios
1256,97330,Stainless Games
1257,98100,Krystian Majewski
1258,98200,Mode 7
1259,98300,Signal Studios
1260,98400,Flying Wild Hog
1261,98500,Game Distillery s.r.o.
1262,98600,Zeroscale
1263,98800,"Gaslamp Games, Inc."
1264,98810,
1265,98900,Sigma Team Inc.
1266,99100,Bedlam Games
1267,99110,
1268,99120,Killspace Entertainment
1269,99200,Jellyvision
1270,99300,Avalanche Studios
1271,99400,Dead Mage
1272,99410,Dead Mage
1273,99700,"Nicalis, Inc."
1274,99900,"Grey Havens, LLC"
1275,99910,"Grey Havens, LLC"
1276,99930,
1277,100400,Nevercenter Ltd. Co.
1278,100980,Pilgway
1279,102200,Mystic Box
1280,102210,
1281,102400,Michael Brough
1282,102500,"Big Huge Games, 38 Studios"
1283,102600,Robot Entertainment
1284,102810,Vanguard Games
1285,102840,Klei Entertainment
1286,102850,Trapdoor Inc.
1287,104000,Cobra Mobile
1288,104020,Cobra Mobile
1289,104100,Jason Rohrer
1290,104200,Big Fat Alien
1291,104600,Geoff Keighley
1292,104900,Spiral Game Studios
1293,105000,Daedalic Entertainment
1294,105100,State of Play Games
1295,105300,Manic Game Studios
1296,105420,Twisted Pixel Games
1297,105450,Ensemble Studios
1298,105600,Re-Logic
1299,105700,Secret Base
1300,105800,Q-Games Ltd.
1301,107100,Supergiant Games
1302,107200,MinMax Games Ltd.
1303,107300,Zeboyd Games
1304,107310,Zeboyd Games
1305,107410,Bohemia Interactive
1306,107600,Squid In A Box Ltd
1307,107800,Recoil Games
1308,108110,Little Green Men Games
1309,108200,Days of Wonder
1310,108210,Days of Wonder
1311,108500,Strange Loop Games
1312,108600,The Indie Stone
1313,108700,"Remedy Entertainment, Mountain Sheep, Cornfox &amp; Brothers"
1314,108710,Remedy Entertainment
1315,108800,Crytek Studios
1316,109200,Endlessfluff Games
1317,109500,Pixelante Game Studios
1318,109600,Cryptic Studios
1319,109700,Hazardous Software Inc.
1320,110400,Digital Arrow
1321,110500,Digital Eel
1322,110600,PomPom
1323,110610,PomPom
1324,110630,PomPom Games
1325,110800,"Team Bondi, Rockstar Leeds"
1326,111000,Total Eclipse
1327,111010,Total Eclipse P.C.
1328,111100,Owlchemy Labs
1329,111300,Creat Studios Inc
1330,111400,NGD Studios
1331,111600,Mommy's Best Games
1332,111800,Swing Swing Submarine
1333,111900,Zombie Studios
1334,112100,Spiderweb Software
1335,113020,Pocketwatch Games
1336,113200,Edmund McMillen and Florian Himsl
1337,113400,Little Orbit
1338,113420,Little Orbit
1339,115100,Double Fine Productions
1340,115110,Double Fine Productions
1341,115120,Double Fine Productions
1342,115200,GSC Game World
1343,115210,GSC Game World
1344,115220,GSC Game World
1345,115320,Radical Entertainment
1346,115800,D-Pad Studio
1347,116100,Eclipse Games
1348,116120,Eclipse Games
1349,200010,Airtight Games
1350,200020,Spectral Games
1351,200080,HeR Interactive
1352,200130,Ideas Pad
1353,200150,"Olde Sküül, Sculptured Software"
1354,200170,Team17 Digital Ltd
1355,200190,"Playbrains, Fuel Entertainment"
1356,200210,"Wild Shadow Studios, Deca Games"
1357,200230,1C-Avalon
1358,200260,"Rocksteady Studios, Feral Interactive (Mac)"
1359,200350,
1360,200370,Zeal Game Studio
1361,200390,Unigine Corp.
1362,200410,"Bit Planet Games, LLC"
1363,200490,Bohemia Interactive
1364,200510,"Firaxis Games, Feral Interactive (Mac), Feral Interactive (Linux)"
1365,200550,Realmforge Studios
1366,200670,"Akella, .dat"
1367,200710,Runic Games
1368,200900,"Nicalis, Inc., Studio Pixel"
1369,200910,Iridium Studios
1370,200940,Blit Software
1371,200960,Spiderweb Software
1372,200980,Spiderweb Software
1373,200990,Spiderweb Software
1374,201000,Spiderweb Software
1375,201010,Spiderweb Software
1376,201070,Dark Artz Entertainment
1377,201210,Desert Owl Games LLC
1378,201230,Daybreak Game Company
1379,201290,"Ironclad Games, Stardock Entertainment"
1380,201420,Two Tribes
1381,201480,"Vlambeer, Croteam"
1382,201490,b-Alive
1383,201510,Team 6 Studios
1384,201570,Boss Baddie
1385,201790,Robot Entertainment
1386,201810,Machine Games
1387,201830,Telltale Games
1388,201870,Ubisoft Montreal
1389,201930,
1390,202070,inXile Entertainment
1391,202130,Cyanide Montreal
1392,202170,United Front Games
1393,202200,Stardock Entertainment
1394,202310,BUGBEAR
1395,202370,TikGames
1396,202410,RC Knight
1397,202530,SEGA
1398,202670,HeR Interactive
1399,202690,Longbow Games
1400,202710,Gas Powered Games
1401,202730,"Hassey Enterprises, Inc."
1402,202750,Remedy Entertainment
1403,202860,Unicorn Games Studio
1404,202970,Treyarch
1405,203140,"Io-Interactive A/S, Feral Interactive (Mac)"
1406,203160,"Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Feral Interactive (Linux)"
1407,203210,Puppygames
1408,203290,U.S. Army
1409,203350,1C-SoftClub
1410,203510,Lizsoft
1411,203560,Bootsnake Games
1412,203630,Ino-Co Plus
1413,203650,SEGA
1414,203680,Codemasters Birmingham
1415,203750,Devil's Details
1416,203770,Paradox Development Studio
1417,203810,"The Chinese Room, Robert Briscoe"
1418,203830,Daedalic Entertainment
1419,203990,ASTRO PORT
1420,204030,Lionhead Studios
1421,204060,"Capybara, Superbrothers, Jim Guthrie"
1422,204100,Rockstar Studios
1423,204120,Traveller's Tales
1424,204180,Eden Industries
1425,204220,Retro Affect
1426,204240,"Ty Taylor and Mario Castañeda, The Quantum Astrophysicists Guild"
1427,204300,Ronimo Games
1428,204340,Croteam
1429,204360,The Behemoth
1430,204390,RichMakeGame
1431,204440,MumboJumbo
1432,204530,Rocket Bear Games
1433,204560,Cyanide Studio
1434,204580,Dancing Dots
1435,204630,"Vblank Entertainment, Inc."
1436,204760,Biart
1437,204860,1C-SoftClub
1438,204880,"Ironclad Games, Stardock Entertainment"
1439,204940,Paradox Development Studio
1440,204960,Golgoth Studio
1441,205020,State of Play Games
1442,205060,Gaijin Games
1443,205070,Gaijin Games
1444,205080,Gaijin Games
1445,205090,Gaijin Games
1446,205100,Arkane Studios
1447,205190,Ubisoft - San Francisco
1448,205230,Arkedo
1449,205270,UL
1450,205530,Positech Games
1451,205550,Sakari Indie & GriN
1452,205610,Gaming Minds Studios
1453,205650,Frogwares
1454,205690,Brandon Brizzi
1455,205710,Daybreak Game Company
1456,205730,Shadow Planet Productions
1457,205810,Coreplay GmbH
1458,205830,MumboJumbo
1459,205840,Pendulo Studios
1460,205870,Cipher Prime Studios
1461,205910,Black Pants Studio
1462,205930,IO Interactive
1463,205950,Blit Software
1464,205990,Ino-Co Plus
1465,206020,Spiderweb Software
1466,206040,Spiderweb Software
1467,206060,Spiderweb Software
1468,206190,Suspicious Developments
1469,206210,"Monolith Productions, Inc."
1470,206230,ACQUIRE Corp.
1471,206250,System Prisma
1472,206370,DrinkBox Studios
1473,206410,Fakt Software
1474,206420,Deep Silver Volition
1475,206440,Freebird Games
1476,206480,"Standing Stone Games, LLC"
1477,206500,Carbon Games
1478,206610,Reality Pump
1479,206690,Cobra Mobile
1480,206760,Med-Art
1481,207000,Enigma SP
1482,207020,Digital Reality Software & Playbox
1483,207040,Digital Reality
1484,207080,BlinkWorks Media
1485,207140,DoubleDutch Games
1486,207150,Tindalos Interactive
1487,207170,Almost Human Games
1488,207190,exDream
1489,207230,CodeBrush Games
1490,207250,3 Sprockets
1491,207320,Nihon Falcom
1492,207340,MAGIX Software GmbH
1493,207350,Nihon Falcom
1494,207370,Flat Software
1495,207380,Tennen-sozai
1496,207400,Tennen-sozai
1497,207420,Tribute Games Inc.
1498,207430,David Williamson
1499,207490,"UBIart Montpellier, Feral Interactive (Mac)"
1500,207530,Joakim Sandberg
1501,207570,increpare games
1502,207610,Telltale Games
1503,207650,Misfits Attic
1504,207670,Big Robot Ltd
1505,207690,Amanita Design
1506,207710,Nimbly Games
1507,207730,ExDream GmbH
1508,207750,Empty Clip Studios
1509,207790,Trickstar Games
1510,207930,Southend
1511,208090,Edge of Reality
1512,208110,Cyan Worlds
1513,208140,AMPLITUDE Studios
1514,208200,id Software
1515,208400,Spiderweb Software
1516,208460,BlueGiant Interactive
1517,208480,Ubisoft Montreal
1518,208500,Codemasters Birmingham
1519,208520,Haemimont Games
1520,208580,"Obsidian Entertainment, Aspyr (Mac, Linux, & Windows Update)"
1521,208600,Shovsoft
1522,208620,MumboJumbo
1523,208630,MumboJumbo
1524,208640,MumboJumbo
1525,208650,Rocksteady Studios
1526,208670,Gaijin Entertainment Corporation
1527,208710,Finn Morgan
1528,208730,Cyanide Studios
1529,208750,Alientrap
1530,209000,"WB Games Montreal, Splash Damage"
1531,209060,"Dejobaan Games, LLC"
1532,209080,Muse Games
1533,209100,Slant Six Games
1534,209120,"Capcom U.S.A., Inc."
1535,209160,Infinity Ward
1536,209190,Curve Studios
1537,209230,Waterlily Games
1538,209270,Robot Entertainment
1539,209330,"Arcen Games, LLC"
1540,209340,
1541,209360,Doublesix Games
1542,209370,Love Conquers All Games
1543,209390,Cyanide Studio
1544,209520,The Binary Mill
1545,209540,Born Ready Games Ltd.
1546,209610,Pantera Entertainment
1547,209630,Frogwares
1548,209650,"Sledgehammer Games, Raven Software"
1549,209670,Data Realms
1550,209690,Subatomic Studios LLC
1551,209730,Wizarbox
1552,209750,Burut CT
1553,209790,Cipher Prime Studios
1554,209830,Jasper Byrne
1555,209850,Jet Set Games
1556,209870,"Hardsuit Labs, Inc."
1557,209950,Spry Fox LLC
1558,210170,Spaces of Play
1559,210230,HeR Interactive
1560,210490,Brain Candy
1561,210550,Rovio Entertainment Ltd
1562,210770,Coffee Stain Studios
1563,210870,Pwnee Studios
1564,210950,Human Head Studios
1565,210970,"Thekla, Inc."
1566,211010,Sigma Team Inc.
1567,211070,Targem Games
1568,211160,"Creative Assembly, PC Port - Hardlight"
1569,211180,Talawa Games
1570,211260,Spooky Squid Games Inc.
1571,211280,DnS Development
1572,211340,Hanako Games
1573,211360,Kyle Pulver
1574,211380,
1575,211400,"Tequila Works, S.L."
1576,211420,FromSoftware
1577,211440,Smudged Cat Games Ltd
1578,211500,Sector3 Studios
1579,211580,Yeti Trunk
1580,211600,Looking Glass Studios
1581,211740,Looking Glass Studios
1582,211780,Pivotal Games
1583,211800,Black Market Games
1584,211820,Chucklefish
1585,211900,Illwinter Game Design
1586,211970,Slightly Mad Studios
1587,212010,Fishlabs Entertainment GmbH
1588,212030,Qooc Software
1589,212050,XII Games
1590,212070,Star Gem Inc.
1591,212090,
1592,212110,Turtle Cream
1593,212160,devCAT
1594,212200,NEXON Korea Corp.
1595,212390,Cloud 9 Studio
1596,212410,Saber Interactive
1597,212480,Sumo Digital
1598,212500,"Standing Stone Games, LLC"
1599,212630,"Ubisoft Paris, Red Storm Entertainment"
1600,212680,Subset Games
1601,212700,Crankshaft Games
1602,212780,New Star Games
1603,212800,Vlambeer
1604,213030,Zeboyd Games
1605,213050,
1606,213330,TT Games
1607,213350,Overhaul Games
1608,213390,BitSits Games
1609,213610,SEGA
1610,213650,Power of 2
1611,213670,Obsidian Entertainment
1612,213850,Stainless Games
1613,214050,
1614,214100,"Engient, Inc"
1615,214130,IPACS
1616,214150,Stardock Entertainment
1617,214170,Larian Studios
1618,214190,
1619,214250,Ubisoft  Shanghaï
1620,214270,
1621,214340,Daedalic Entertainment
1622,214360,SuperVillain Studios
1623,214400,
1624,214420,Doctor Entertainment AB
1625,214490,"Creative Assembly, Feral Interactive (Mac), Feral Interactive (Linux)"
1626,214510,Traveller's Tales
1627,214550,Klei Entertainment
1628,214560,Klei Entertainment
1629,214570,Edelweiss
1630,214590,Edelweiss
1631,214610,773
1632,214630,Aspyr
1633,214700,Blendo Games
1634,214730,"SNK Games, Elemental Games, Katauri Interactive"
1635,214770,DrinkBox Studios
1636,214790,"Edmund McMillen, Tyler Glaiel"
1637,214830,Opus
1638,214870,The Farm 51
1639,214910,"Games Farm, 3Division"
1640,214950,CREATIVE ASSEMBLY
1641,214970,Aleksey Abramenko
1642,215080,Ankama Studio
1643,215100,Gravity Interactive
1644,215120,Gravity Interactive
1645,215160,KING Art
1646,215280,Funcom
1647,215390,Trickstar Games
1648,215450,Alkemi
1649,215470,Lukewarm Media
1650,215490,
1651,215510,Ratloop Asia
1652,215530,NeocoreGames
1653,215550,stealth.gg
1654,215590,
1655,215630,Noumena Studios
1656,215670,Benjamin Rivers Inc.
1657,215690,ACE Team
1658,215710,Subatomic Studios LLC
1659,215770,Okugi Studio
1660,215790,ASK Homework
1661,215830,Naddic Games
1662,215870,Cyanide Studio
1663,215930,I-deal Games
1664,216090,Fire Hose Games
1665,216110,Kukouri
1666,216130,Camel101 LLC
1667,216150,Nexon
1668,216210,Animation Arts
1669,216250,Techland
1670,216260,Big Ant Studios
1671,216290,Smudged Cat Games Ltd
1672,216670,Rubicon Development
1673,216890,Cyanide Studios
1674,216910,Cyanide Studio - Spiders Studios
1675,216930,MumboJumbo
1676,217100,Memetic Games
1677,217120,Squid In A Box Ltd
1678,217140,Slipgate Ironworks™
1679,217200,Team17 Digital Ltd
1680,217270,Liquid Entertainment
1681,217290,Soldak Entertainment
1682,217690,Dreampainters
1683,217750,Funcom
1684,217790,City Interactive
1685,217920,CI Games
1686,218020,Spiderweb Software
