id,appid,positive,negative
18792,713430,8,1
18793,713440,12,2
18794,713450,9,2
18795,713460,49,10
18796,713500,6,2
18797,713530,147,18
18798,713540,14,3
18799,713550,0,0
18800,713570,7,9
18801,713580,16,26
18802,713590,1,2
18803,713600,18,22
18804,713610,3,5
18805,713650,322,175
18806,713680,74,59
18807,713760,1,2
18808,713780,22,6
18809,713800,15,6
18810,713830,1,0
18811,713840,4,2
18812,713860,46,20
18813,713920,29,16
18814,713940,39,11
18815,713950,7,6
18816,713980,5,0
18817,714010,1039,247
18818,714020,237,97
18819,714050,18,15
18820,714060,1,1
18821,714080,92,38
18822,714100,89,7
18823,714130,12,2
18824,714150,9,17
18825,714240,41,12
18826,714250,31,23
18827,714270,5,5
18828,714280,83,3
18829,714290,5,2
18830,714300,21,12
18831,714360,6,18
18832,714370,99,394
18833,714510,13,9
18834,714530,1,1
18835,714570,2,1
18836,714580,47,11
18837,714610,30,2
18838,714620,25,6
18839,714640,23,15
18840,714670,16,23
18841,714730,19,7
18842,714780,20,3
18843,714800,125,3
18844,714840,2,0
18845,714880,3,2
18846,714910,1,0
18847,714970,25,22
18848,714980,6,1
18849,715010,275,12
18850,715050,146,50
18851,715060,19,32
18852,715090,8,1
18853,715100,4,0
18854,715210,25,2
18855,715270,2,0
18856,715280,1,2
18857,715290,13,8
18858,715310,142,103
18859,715350,2,2
18860,715370,55,7
18861,715410,11,25
18862,715430,6,0
18863,715440,12,2
18864,715460,24,1
18865,715470,18,8
18866,715490,6,4
18867,715510,68,23
18868,715520,23,21
18869,715560,534,93
18870,715570,44,33
18871,715580,40,1
18872,715650,176,25
18873,715660,24,9
18874,715670,32,10
18875,715690,44,21
18876,715720,62,3
18877,715760,9,0
18878,715800,15,10
18879,715840,29,23
18880,715980,24,42
18881,715990,9,1
18882,716000,5,1
18883,716010,34,1
18884,716030,0,0
18885,716040,17,6
18886,716050,16,8
18887,716060,0,0
18888,716070,33,2
18889,716090,5,3
18890,716100,3,4
18891,716130,0,0
18892,716140,2,0
18893,716150,18,4
18894,716190,8,1
18895,716220,0,0
18896,716230,6,9
18897,716240,3,1
18898,716250,2,1
18899,716260,134,18
18900,716310,0,3
18901,716330,14,4
18902,716340,123,3
18903,716360,3,1
18904,716370,4,0
18905,716380,29,17
18906,716400,21,6
18907,716480,2,1
18908,716490,525,18
18909,716560,12,1
18910,716600,7,23
18911,716630,54,47
18912,716640,187,36
18913,716650,133,2
18914,716680,49,5
18915,716710,1286,135
18916,716750,13,2
18917,716760,27,11
18918,716770,25,10
18919,716780,0,0
18920,716850,1,1
18921,716870,8,10
18922,716890,8,10
18923,716900,5,4
18924,716920,3,1
18925,716940,18,9
18926,716950,12,2
18927,717000,1,0
18928,717020,9,1
18929,717040,1,3
18930,717050,14,13
18931,717060,3,0
18932,717070,23,3
18933,717090,4,4
18934,717120,14,7
18935,717170,3,0
18936,717190,20,6
18937,717200,3,0
18938,717240,1,1
18939,717280,1,0
18940,717300,0,0
18941,717310,77,11
18942,717330,8,2
18943,717370,6,22
18944,717380,0,1
18945,717400,5,0
18946,717440,0,0
18947,717450,78,8
18948,717540,7,0
18949,717610,71,9
18950,717640,527,90
18951,717670,1,3
18952,717680,2,1
18953,717710,1,1
18954,717720,5,0
18955,717760,10,3
18956,717780,27,2
18957,717790,163,69
18958,717820,17,10
18959,717830,9,1
18960,717840,4,3
18961,717850,46,2
18962,717940,1,0
18963,717950,104,28
18964,717960,3,1
18965,717980,52,2
18966,717990,64,30
18967,718010,60,4
18968,718020,4,0
18969,718030,8,0
18970,718040,1,0
18971,718070,2,5
18972,718080,11,1
18973,718090,190,30
18974,718120,16,0
18975,718140,5,3
18976,718180,128,34
18977,718200,76,4
18978,718210,10,5
18979,718220,14,17
18980,718240,4,2
18981,718250,15,1
18982,718270,10,16
18983,718310,100,37
18984,718320,81,31
18985,718330,167,29
18986,718350,0,2
18987,718360,3,6
18988,718370,110,65
18989,718380,10,6
18990,718410,8,0
18991,718470,1,0
18992,718490,2,1
18993,718500,38,9
18994,718530,6,1
18995,718540,11,10
18996,718560,284,105
18997,718590,186,78
18998,718650,412,87
18999,718660,12,7
19000,718670,1749,572
19001,718680,11,1
19002,718710,6,0
19003,718720,24,2
19004,718730,41,1
19005,718740,3,0
19006,718790,168,126
19007,718810,9,2
19008,718830,5,3
19009,718840,0,1
19010,718850,0,0
19011,718910,5,3
19012,718920,3,3
19013,718940,126,9
19014,718960,13,2
19015,718970,9,5
19016,718980,7,1
19017,718990,0,1
19018,719070,0,1
19019,719080,44,0
19020,719090,6,0
19021,719100,15,9
19022,719110,7,1
19023,719120,29,60
19024,719130,5,1
19025,719140,14,0
19026,719180,40,5
19027,719200,149,40
19028,719210,8,0
19029,719220,0,0
19030,719240,0,0
19031,719250,7,5
19032,719270,5,0
19033,719280,11,2
19034,719290,5,6
19035,719300,2,3
19036,719310,3,3
19037,719320,2,1
19038,719350,1,0
19039,719370,1,1
19040,719410,72,6
19041,719430,318,33
19042,719460,16,25
19043,719470,5,8
19044,719540,2,5
19045,719550,12,2
19046,719590,133,309
19047,719600,1,3
19048,719610,37,39
19049,719640,118,125
19050,719660,63,1
19051,719720,22,24
19052,719730,37,36
19053,719740,3,1
19054,719750,204,19
19055,719800,27,6
19056,719830,1,1
19057,719840,3,0
19058,719890,311,171
19059,719950,26,10
19060,719970,1,4
19061,720000,21,6
19062,720020,1,0
19063,720030,164,39
19064,720040,4,25
19065,720060,1,1
19066,720150,109,19
19067,720200,10,3
19068,720240,65,29
19069,720250,622,143
19070,720270,25,11
19071,720280,2484,403
19072,720290,17,12
19073,720300,26,0
19074,720310,0,4
19075,720320,29,6
19076,720330,0,1
19077,720470,25,25
19078,720480,7,6
19079,720510,7,1
19080,720600,4,1
19081,720630,28,17
19082,720640,5,0
19083,720670,78,6
19084,720730,12,4
19085,720840,5,3
19086,720850,3,1
19087,720940,43,3
19088,720950,1,0
19089,721010,63,2
19090,721030,112,105
19091,721080,2,3
19092,721090,110,21
19093,721190,17,31
19094,721300,3,1
19095,721350,21,4
19096,721380,6,0
19097,721390,61,0
19098,721400,6,1
19099,721420,4,5
19100,721430,38,11
19101,721460,0,0
19102,721470,3,1
19103,721480,4,0
19104,721510,12,3
19105,721540,1,1
19106,721670,1,1
19107,721740,9,2
19108,721760,15,4
19109,721890,19,9
19110,721940,42,49
19111,721950,13,6
19112,721960,4,2
19113,722010,3,4
19114,722020,4,5
19115,722040,15,5
19116,722050,8,5
19117,722060,520,36
19118,722070,1,3
19119,722080,5,2
19120,722180,195,40
19121,722190,4,7
19122,722210,12,9
19123,722220,9,25
19124,722230,258,151
19125,722240,6,31
19126,722250,28,12
19127,722290,4,2
19128,722330,59,1
19129,722340,1,1
19130,722350,4,2
19131,722370,4,0
19132,722380,0,0
19133,722410,1,1
19134,722540,9,7
19135,722570,8,31
19136,722580,2,0
19137,722590,24,6
19138,722600,3,1
19139,722620,33,4
19140,722660,27,11
19141,722670,110,29
19142,722680,35,11
19143,722730,609,16
19144,722750,34,26
19145,722760,16,6
19146,722810,1,1
19147,722870,64,7
19148,722890,34,5
19149,722910,8,0
19150,722920,30,2
19151,722940,11,24
19152,722960,376,109
19153,722990,26,1
19154,723020,0,5
19155,723060,2,5
19156,723070,4,0
19157,723090,446,10
19158,723100,13,2
19159,723110,10,2
19160,723180,1,0
19161,723190,3,2
19162,723210,0,0
19163,723270,225,21
19164,723280,1,2
19165,723350,42,10
19166,723360,0,0
19167,723370,3,1
19168,723380,7,4
19169,723390,329,642
19170,723420,24,6
19171,723450,19,6
19172,723500,22,6
19173,723510,3,3
19174,723540,1,3
19175,723600,5,0
19176,723610,51,10
19177,723760,12,11
19178,723780,2012,1610
19179,723790,225,89
19180,723810,12,10
19181,723820,20,1
19182,723830,19,15
19183,723880,10,4
19184,723890,66,8
19185,723930,4,0
19186,723940,1,0
19187,723950,1,0
19188,724010,17,5
19189,724030,3,0
19190,724070,28,10
19191,724080,8,2
19192,724090,7,5
19193,724110,5,5
19194,724120,7,0
19195,724130,8,3
19196,724170,0,0
19197,724180,30,0
19198,724250,100,60
19199,724280,28,15
19200,724300,142,8
19201,724310,2,0
19202,724340,2,0
19203,724350,98,37
19204,724390,43,9
19205,724430,24,37
19206,724460,2,2
19207,724470,70,12
19208,724480,1,3
19209,724490,95,43
19210,724510,14,6
19211,724520,2,4
19212,724580,1,5
19213,724600,7,0
19214,724630,3,3
19215,724640,13,0
19216,724710,12,8
19217,724740,336,73
19218,724750,1,0
19219,724760,5,1
19220,724870,22,6
19221,724900,4,2
19222,724910,9,1
19223,724920,2,0
19224,724940,7,4
19225,724950,1,0
19226,724970,732,242
19227,724980,18,4
19228,725020,3,1
19229,725040,28,8
19230,725080,30,3
19231,725110,19,1
19232,725120,36,1
19233,725140,2,0
19234,725170,7,1
19235,725280,41,37
19236,725320,0,1
19237,725340,679,73
19238,725370,22,11
19239,725380,5,0
19240,725400,20,27
19241,725410,28,1
19242,725430,3,0
19243,725480,1577,88
19244,725490,11,6
19245,725500,11,3
19246,725510,23,2
19247,725540,2,0
19248,725550,6,1
19249,725610,12,2
19250,725620,0,2
19251,725640,9,3
19252,725660,13,3
19253,725680,23,26
19254,725780,57,15
19255,725870,0,0
19256,725910,4,0
19257,725920,2,1
19258,725950,2,3
19259,725960,36,28
19260,725970,13,4
19261,725980,117,5
19262,726000,21,5
19263,726020,36,14
19264,726030,3,2
19265,726040,13,16
19266,726060,0,9
19267,726070,15,34
19268,726120,28,10
19269,726160,10,12
19270,726170,42,30
19271,726200,79,15
19272,726230,19,1
19273,726250,111,12
19274,726260,17,1
19275,726300,4,0
19276,726320,18,5
19277,726330,3,0
19278,726340,34,5
19279,726360,367,103
19280,726380,6,0
19281,726390,313,55
19282,726430,14,6
19283,726460,4,3
19284,726500,1,0
19285,726510,18,2
19286,726520,7,1
19287,726570,10,8
19288,726580,12,6
19289,726590,123,73
19290,726600,16,18
19291,726610,1,2
19292,726620,12,5
19293,726630,14,1
19294,726710,19,7
19295,726720,27,7
19296,726760,33,25
19297,726800,39,29
19298,726810,2,5
19299,726820,2,1
19300,726830,109,15
19301,726840,136,33
19302,726870,7,1
19303,726880,13,0
19304,726910,221,32
19305,726950,48,49
19306,726990,509,54
19307,727010,0,2
19308,727020,20,0
19309,727030,2,0
19310,727060,9,4
19311,727070,16,3
19312,727090,130,43
19313,727100,26,4
19314,727110,6,8
19315,727140,4,0
19316,727150,8,0
19317,727170,19,28
19318,727180,27,16
19319,727190,13,8
19320,727200,7,1
19321,727220,11,5
19322,727280,24,22
19323,727290,16,2
19324,727310,19,5
19325,727320,13,10
19326,727330,1,1
19327,727340,34,7
19328,727390,13,42
19329,727420,2,0
19330,727430,2,1
19331,727460,26,9
19332,727480,33,3
19333,727490,1,2
19334,727510,83,22
19335,727530,27,12
19336,727540,51,4
19337,727550,18,8
19338,727560,57,22
19339,727570,11,7
19340,727610,5,10
19341,727640,106,32
19342,727680,22,28
19343,727720,18,2
19344,727730,48,17
19345,727760,35,7
19346,727790,4,0
19347,727800,6,4
19348,727830,24,0
19349,727840,0,0
19350,727850,55,3
19351,727860,2,1
19352,727900,2,1
19353,727910,67,53
19354,727970,3,1
19355,728020,3,0
19356,728050,8,9
19357,728070,19,5
19358,728090,3,0
19359,728110,9,1
19360,728150,6,8
19361,728220,1,0
19362,728240,74,13
19363,728420,20,7
19364,728440,126,16
19365,728540,3562,3042
19366,728610,2,0
19367,728620,1,0
19368,728630,15,4
19369,728650,3,4
19370,728660,22,4
19371,728670,5,1
19372,728710,1,0
19373,728730,815,164
19374,728830,11,4
19375,728870,39,5
19376,728880,5362,1274
19377,728920,9,2
19378,728950,10,4
19379,728990,15,16
19380,729030,30,28
19381,729040,1648,920
19382,729050,2,1
19383,729060,61,18
19384,729090,6,17
19385,729130,1,1
19386,729170,8,35
19387,729180,5,2
19388,729190,8,5
19389,729220,16,5
19390,729270,0,0
19391,729290,0,0
19392,729300,23,0
19393,729310,2,4
19394,729320,5,2
19395,729330,38,41
19396,729340,0,1
19397,729370,31,0
19398,729390,14,0
19399,729460,18,13
19400,729470,5,2
19401,729530,63,24
19402,729570,36,11
19403,729580,41,20
19404,729640,14,0
19405,729650,1,1
19406,729660,72,6
19407,729670,30,38
19408,729720,64,33
19409,729740,2,4
19410,729780,1,0
19411,729820,5,0
19412,729910,0,1
19413,729930,1,0
19414,729940,1,0
19415,729950,2,0
19416,729960,2,0
19417,729970,4,0
19418,729980,13,0
19419,729990,5,4
19420,730010,0,1
19421,730030,20,9
19422,730050,121,20
19423,730090,12,13
19424,730120,13,5
19425,730180,5,1
19426,730190,2,2
19427,730220,19,14
19428,730240,1,3
19429,730270,11,0
19430,730280,4,4
19431,730290,12,4
19432,730300,15,0
19433,730310,1487,4620
19434,730360,34,1
19435,730410,190,138
19436,730420,1,0
19437,730460,0,1
19438,730550,32,8
19439,730580,7,1
19440,730620,132,26
19441,730670,2,0
19442,730690,3,0
19443,730700,2,0
19444,730710,11,3
19445,730760,3,6
19446,730780,1,0
19447,730820,398,14
19448,730830,37,19
19449,730840,22,1
19450,730870,22,1
19451,730890,1,0
19452,730920,45,3
19453,730950,17,8
19454,731120,1,2
19455,731180,65,24
19456,731190,1,2
19457,731230,31,20
19458,731320,14,1
19459,731410,1,1
19460,731420,27,3
19461,731430,1,2
19462,731450,1,3
19463,731490,3555,237
19464,731500,4,8
19465,731510,9,1
19466,731520,7,0
19467,731560,35,3
19468,731590,39,23
19469,731600,15,1
19470,731670,2,0
19471,731680,1,1
19472,731690,1,1
19473,731700,4,6
19474,731720,35,15
19475,731760,1,4
19476,731770,288,23
19477,731790,3,4
19478,731820,5,1
19479,731860,1,1
19480,731880,45,29
19481,731910,67,62
19482,731920,64,69
19483,731930,5,2
19484,731940,40,8
19485,732000,40,18
19486,732010,8,1
19487,732030,10,2
19488,732040,4,2
19489,732060,17,24
19490,732070,26,11
19491,732090,10,22
19492,732110,11,2
19493,732140,8,6
19494,732150,8,5
19495,732160,85,12
19496,732240,139,35
19497,732290,13,6
19498,732360,75,11
19499,732370,494,154
19500,732390,2,0
19501,732400,52,10
19502,732430,5243,193
19503,732470,15,7
19504,732480,2,2
19505,732520,16,8
19506,732550,17,4
19507,732670,1,0
19508,732680,0,1
19509,732730,338,277
19510,732770,12,0
19511,732800,3,1
19512,732810,495,71
19513,732820,1,0
19514,732840,16,13
19515,732870,25,10
19516,732900,0,0
19517,732950,17,5
19518,732980,3,0
19519,733020,5,2
19520,733030,4,2
19521,733040,0,1
19522,733050,154,14
19523,733060,1,5
19524,733070,304,28
19525,733090,26,9
19526,733180,7,2
19527,733230,0,3
19528,733250,23,7
19529,733300,158,10
19530,733340,145,6
19531,733420,1,1
19532,733430,12,13
19533,733460,94,27
19534,733480,128,53
19535,733500,6,0
19536,733510,6,0
19537,733520,4,1
19538,733530,3,0
19539,733540,9,2
19540,733550,1,5
19541,733570,6,3
19542,733610,100,22
19543,733650,33,2
19544,733670,6,2
19545,733690,3,9
19546,733710,2,1
19547,733740,110,11
19548,733750,1,0
19549,733760,2,0
19550,733770,2,1
19551,733790,461,88
19552,733800,41,9
19553,733810,0,0
19554,733840,7,3
19555,733870,4,2
19556,733910,5,0
19557,733940,12,12
19558,733980,15,15
19559,733990,1024,68
19560,734010,13,7
19561,734020,32,21
19562,734080,2,2
19563,734120,54,26
19564,734290,83,48
19565,734330,28,5
19566,734350,2,0
19567,734380,8,19
19568,734440,47,1
19569,734450,6,1
19570,734490,6,1
19571,734510,41,9
19572,734540,13,11
19573,734550,55,189
19574,734570,52,27
19575,734580,1411,739
19576,734590,52,83
19577,734700,21,4
19578,734730,15,5
19579,734750,1041,268
19580,734820,21,6
19581,734840,10,3
19582,734870,2,1
19583,734890,3,0
19584,734910,564,54
19585,734920,224,15
19586,734980,25,1
19587,735010,3,1
19588,735030,5,1
19589,735060,19,3
19590,735110,0,2
19591,735240,15,7
19592,735260,13,6
19593,735280,180,75
19594,735320,5,1
19595,735350,57,20
19596,735360,370,120
19597,735410,7,6
19598,735450,62,23
19599,735460,23,10
19600,735470,6,2
19601,735500,76,33
19602,735520,2,1
19603,735530,5,2
19604,735540,2,1
19605,735550,7,1
19606,735570,809,64
19607,735580,133,9
19608,735590,39,17
19609,735600,60,4
19610,735650,4,0
19611,735660,56,24
19612,735700,5,0
19613,735810,7,3
19614,735840,3,15
19615,735850,312,134
19616,736050,1,0
19617,736110,21,12
19618,736180,3,0
19619,736190,10858,1227
19620,736200,21,9
19621,736220,2889,1556
19622,736230,1,0
19623,736240,0,0
19624,736250,34,7
19625,736260,1300,26
19626,736280,7,7
19627,736340,17,3
19628,736390,8,0
19629,736400,6,5
19630,736410,6,9
19631,736420,6,0
19632,736430,16,28
19633,736480,0,1
19634,736510,13,7
19635,736520,3,32
19636,736570,156,9
19637,736610,0,1
19638,736710,11,4
19639,736720,62,4
19640,736810,50,17
19641,736840,26,4
19642,736850,275,87
19643,736860,87,37
19644,736920,3,2
19645,736930,22,15
19646,737070,1,3
19647,737230,0,0
19648,737260,9,14
19649,737280,6,1
19650,737330,11,8
19651,737380,3,0
19652,737390,3,5
19653,737470,0,0
19654,737490,11,3
19655,737510,6,16
19656,737530,14,26
19657,737600,4,4
19658,737640,0,0
19659,737660,1,0
19660,737670,0,0
19661,737690,15,5
19662,737710,73,4
19663,737730,4,1
19664,737800,2491,630
19665,737810,16,12
19666,737820,4,11
19667,737830,11,1
19668,737840,4,1
19669,737870,54,6
19670,737880,17,9
19671,737890,25,5
19672,737930,9,2
19673,737980,2,0
19674,738000,26,9
19675,738020,60,13
19676,738030,3,0
19677,738060,7846,580
19678,738080,3,4
19679,738100,10,11
19680,738130,1,0
19681,738210,6,0
19682,738260,1,4
19683,738290,2,1
19684,738310,6,1
19685,738350,4,11
19686,738430,26,50
19687,738440,5,0
19688,738450,4,6
19689,738470,25,0
19690,738480,2,0
19691,738500,94,112
19692,738520,2867,229
19693,738530,433,467
19694,738540,555,66
19695,738550,29,42
19696,738560,12,3
19697,738580,7,0
19698,738590,1,0
19699,738600,6,5
19700,738610,115,50
19701,738620,3,0
19702,738650,71,3
19703,738700,6,0
19704,738720,2,0
19705,738730,4,1
19706,738760,20,12
19707,738830,0,1
19708,738840,65,5
19709,738860,13,1
19710,738880,33,22
19711,738900,1,0
19712,738920,37,36
19713,739000,410,143
19714,739010,3,0
19715,739030,4,8
19716,739050,109,8
19717,739080,0,0
19718,739100,6,1
19719,739170,2,5
19720,739180,21,1
19721,739190,125,11
19722,739200,10,9
19723,739210,32,4
19724,739220,18,6
19725,739240,5,5
19726,739260,126,9
19727,739290,15,0
19728,739350,20,34
19729,739360,4,1
19730,739410,12,4
19731,739540,0,0
19732,739690,17,10
19733,739710,1,0
19734,739720,5,2
19735,739730,6,4
19736,739780,2,1
19737,739800,6,4
19738,739810,31,7
19739,739850,17,2
19740,739880,6,1
19741,739890,4,4
19742,739940,7,2
19743,739950,8,0
19744,739960,23,3
19745,739980,106,15
19746,739990,38,46
19747,740000,26,2
19748,740040,47,8
19749,740060,0,3
19750,740070,6,4
19751,740080,20,3
19752,740090,27,11
19753,740100,0,14
19754,740110,12,2
19755,740150,3,4
19756,740170,2,1
19757,740200,419,72
19758,740220,2,2
19759,740230,47,12
19760,740240,18,12
19761,740250,47,5
19762,740260,1364,112
19763,740280,11,8
19764,740290,211,32
19765,740300,3,1
19766,740320,6,6
19767,740340,3,2
19768,740350,3,1
19769,740390,5,17
19770,740400,15,2
19771,740410,36,5
19772,740470,398,140
19773,740500,3,1
19774,740520,0,1
19775,740550,36,14
19776,740560,0,1
19777,740570,53,8
19778,740600,79,38
19779,740720,2,3
19780,740730,1,2
19781,740780,10,0
19782,740790,72,21
19783,740810,89,6
19784,740950,1,0
19785,740990,2,0
19786,741010,1,0
19787,741080,0,0
19788,741100,9,12
19789,741120,14,19
19790,741150,51,11
19791,741250,41,1
19792,741260,587,269
19793,741320,29,29
19794,741360,1,0
19795,741390,1,0
19796,741400,21,4
19797,741430,94,21
19798,741450,21,56
19799,741490,18,27
19800,741500,109,66
19801,741510,223,83
19802,741520,0,0
19803,741560,16,4
19804,741590,101,43
19805,741620,1,1
19806,741630,29,11
19807,741650,2,4
19808,741670,516,129
19809,741720,8,10
19810,741770,7,4
19811,741820,106,206
19812,741930,1,3
19813,741990,113,9
19814,742010,6,10
19815,742030,6,4
19816,742120,3663,281
19817,742150,28,1
19818,742170,117,18
19819,742220,2,0
19820,742230,24,11
19821,742250,355,28
19822,742300,1516,114
19823,742340,8,3
19824,742360,6,4
19825,742380,15,1
19826,742460,119,17
19827,742470,12,0
19828,742480,92,9
19829,742500,36,15
19830,742530,30,7
19831,742540,15,5
19832,742630,25,14
19833,742700,28,4
19834,742900,41,19
19835,742990,4,2
19836,743000,6,2
19837,743030,6,6
19838,743070,1,0
19839,743090,636,978
19840,743100,1,0
19841,743110,15,2
19842,743130,245,12
19843,743190,27,17
19844,743230,4,0
19845,743330,8,1
19846,743340,4,1
19847,743350,63,22
19848,743360,3,0
19849,743370,274,139
19850,743390,456,8
19851,743410,8,3
19852,743420,3,0
19853,743450,2101,274
19854,743460,0,0
19855,743480,3,1
19856,743550,9,0
19857,743640,243,125
19858,743660,9,0
19859,743680,0,0
19860,743830,21,12
19861,743860,288,644
19862,743890,529,292
19863,743900,267,122
19864,743920,0,0
19865,743940,11,0
19866,743990,1,1
19867,744010,5,8
19868,744040,17,5
19869,744050,69,7
19870,744060,562,153
19871,744170,2,0
19872,744190,1004,63
19873,744220,18,20
19874,744240,10,0
19875,744260,125,18
19876,744270,57,13
19877,744390,1,4
19878,744400,71,29
19879,744420,77,39
19880,744430,82,17
19881,744440,3,16
19882,744450,0,1
19883,744460,10,8
19884,744520,139,8
19885,744550,5,11
