id,appid,genre
13874,577740,"Adventure, Casual, Indie"
13875,577760,"Indie, RPG"
13876,577780,"Indie, Early Access"
13877,577800,"Simulation, Sports"
13878,577850,Simulation
13879,577890,Action
13880,577910,"Action, Indie"
13881,577940,Action
13882,577970,"Action, Indie, Early Access"
13883,577980,"Violent, Action, Adventure, Strategy"
13884,577990,"Action, Racing, Sports"
13885,578010,"Indie, Simulation, Sports, Strategy"
13886,578050,"Action, Casual, Indie, Early Access"
13887,578060,"Casual, Indie, Early Access"
13888,578080,"Action, Adventure, Massively Multiplayer"
13889,578180,"Violent, Gore, Action, Adventure"
13890,578190,"Action, Casual, Indie, Racing"
13891,578210,"Action, Indie, Early Access"
13892,578250,"Action, Indie"
13893,578260,"Action, Adventure"
13894,578310,"Action, Free to Play, Indie, Massively Multiplayer"
13895,578320,"Adventure, Casual"
13896,578330,Action
13897,578350,"Indie, Strategy"
13898,578360,"Adventure, Casual"
13899,578390,Action
13900,578420,"Adventure, Indie"
13901,578430,"Casual, Indie, Strategy"
13902,578440,RPG
13903,578470,"Action, Casual, Indie, Simulation"
13904,578590,"Action, Indie, Strategy"
13905,578610,"Action, Casual, Indie, Sports"
13906,578620,"Action, Indie, Early Access"
13907,578650,RPG
13908,578660,"Action, Adventure, Indie"
13909,578670,Strategy
13910,578690,"Action, Indie, Strategy, Early Access"
13911,578720,"Casual, Indie"
13912,578740,"Action, Adventure, Indie, RPG"
13913,578800,"Adventure, Indie, RPG, Early Access"
13914,578830,"Adventure, Casual, Indie, RPG, Simulation, Strategy"
13915,578850,"Action, Indie"
13916,578870,"Indie, Strategy"
13917,578880,"Action, Adventure, Simulation"
13918,578890,"Adventure, Casual, Indie, RPG, Strategy"
13919,578900,"Adventure, Casual, RPG, Simulation"
13920,578920,"Adventure, Casual, Indie, Simulation, Strategy"
13921,578930,"Action, Indie"
13922,579020,"Simulation, Strategy"
13923,579030,Action
13924,579040,"Indie, Strategy"
13925,579050,"Indie, Simulation, Sports"
13926,579080,Action
13927,579110,"Action, Adventure, Indie, Simulation"
13928,579130,"Action, Indie, Simulation"
13929,579150,"Action, Casual, Indie"
13930,579160,"Action, Adventure, Casual, Indie, Simulation"
13931,579180,"Action, RPG"
13932,579210,"Action, Adventure"
13933,579230,"Casual, Indie"
13934,579330,"Action, Adventure, Indie, RPG"
13935,579490,"Adventure, Casual"
13936,579560,"Adventure, Indie, RPG, Simulation, Early Access"
13937,579580,"Violent, Gore, Adventure, Indie"
13938,579640,Video Production
13939,579720,"Casual, Indie, Simulation"
13940,579760,"Adventure, Indie"
13941,579780,"Nudity, Violent, Gore, Action, Casual"
13942,579820,Adventure
13943,579840,"Action, Adventure, Casual, Indie"
13944,579870,"Action, Adventure, RPG"
13945,579920,"Design & Illustration, Photo Editing, Web Publishing"
13946,579940,Strategy
13947,579950,Adventure
13948,579980,"Adventure, RPG, Strategy"
13949,580010,"Adventure, Casual"
13950,580040,"Action, Indie, Strategy"
13951,580060,"Action, Casual, Indie, Simulation, Early Access"
13952,580170,"Adventure, Indie, Simulation"
13953,580200,"Adventure, Indie"
13954,580300,"Action, Adventure, Indie, RPG"
13955,580310,Audio Production
13956,580320,"Action, Adventure"
13957,580410,"Casual, Free to Play, Simulation"
13958,580420,"Gore, Action, Adventure, Casual, Indie"
13959,580480,"Adventure, Casual"
13960,580510,"Action, Adventure, Indie, Early Access"
13961,580520,"Adventure, Indie, Simulation"
13962,580540,"Action, Adventure, Casual, Strategy"
13963,580560,"Action, Adventure, Indie"
13964,580570,"Adventure, Indie"
13965,580590,"Casual, Indie"
13966,580630,"Free to Play, Indie"
13967,580680,"Action, Casual, Indie, Racing"
13968,580710,"Indie, Strategy"
13969,580720,Simulation
13970,580820,"Casual, Indie, Racing, Sports"
13971,580870,"Action, Adventure, Casual, Indie"
13972,580880,"Action, Indie"
13973,580890,"Action, Casual, Indie"
13974,580910,"Casual, Indie, Simulation"
13975,580930,"Violent, Action, RPG"
13976,580940,"Violent, Action, Adventure"
13977,580950,"Action, Adventure, RPG"
13978,580970,"Action, Indie"
13979,580990,"Action, Adventure, Indie"
13980,581000,"Action, Indie, Strategy"
13981,581010,"Action, Adventure, Indie"
13982,581030,"Action, Adventure, Indie"
13983,581060,"Indie, Simulation, Strategy"
13984,581100,"Action, Adventure, Indie"
13985,581120,Indie
13986,581130,"Adventure, RPG, Simulation, Strategy"
13987,581150,Free to Play
13988,581200,"Indie, Racing"
13989,581210,"Casual, Indie"
13990,581220,"Strategy, Early Access"
13991,581230,"Nudity, Action, Indie"
13992,581270,"Adventure, Casual, Indie"
13993,581300,Adventure
13994,581310,"Violent, Action, Indie, Racing"
13995,581320,Action
13996,581340,"Adventure, RPG, Strategy"
13997,581360,"Adventure, Indie, Early Access"
13998,581370,"Adventure, Casual, Indie, Simulation"
13999,581380,"Adventure, Indie"
14000,581430,"Action, Casual, Indie"
14001,581460,"Action, Casual, Indie, Simulation"
14002,581470,"Indie, Racing, Sports"
14003,581520,"Sexual Content, Nudity, Adventure, Casual, Simulation"
14004,581590,"Casual, Indie, Simulation"
14005,581600,"Action, Adventure, Indie"
14006,581610,
14007,581630,"Violent, Action, Casual"
14008,581640,"Casual, Indie"
14009,581650,Simulation
14010,581670,"Action, Adventure, Casual, Indie"
14011,581700,"Action, Adventure, Indie"
14012,581710,"Casual, Indie"
14013,581720,"Action, Adventure, Indie"
14014,581730,"Violent, Gore, Action, Indie"
14015,581740,"Indie, Simulation, Strategy, Early Access"
14016,581760,"Casual, Indie"
14017,581800,"Casual, Indie"
14018,581810,"Action, Adventure, Indie"
14019,581820,"Action, Adventure, Indie"
14020,581840,Indie
14021,581890,"Nudity, Violent, Adventure, Indie"
14022,581910,"Action, Casual, Strategy, Early Access"
14023,581920,Sports
14024,581970,"Action, Casual, Indie"
14025,581980,"Casual, Indie, Simulation, Strategy"
14026,582010,Action
14027,582030,"Action, Indie, RPG, Strategy"
14028,582050,"Action, Indie, Early Access"
14029,582110,"Action, Casual, Sports"
14030,582160,"Action, Adventure, RPG"
14031,582200,"Casual, Simulation"
14032,582210,Simulation
14033,582220,"Design & Illustration, Utilities"
14034,582260,Racing
14035,582270,"Casual, Indie, RPG, Simulation"
14036,582280,"Casual, Indie"
14037,582290,"Adventure, Early Access"
14038,582330,"Casual, Indie, RPG, Strategy, Early Access"
14039,582350,"Action, Casual, Indie"
14040,582360,"Casual, Sports"
14041,582370,"Violent, Action, Adventure, Indie"
14042,582390,"Simulation, Sports, Early Access"
14043,582430,"Action, Adventure, Casual, Indie"
14044,582440,"Gore, Indie"
14045,582500,"Action, Adventure, Free to Play"
14046,582510,"Utilities, Video Production"
14047,582530,"Casual, RPG, Strategy"
14048,582550,"Casual, Indie, Simulation"
14049,582560,"Adventure, Casual"
14050,582580,"Adventure, Casual, Indie"
14051,582610,"Gore, Adventure, Indie"
14052,582620,"Casual, Indie"
14053,582660,"Action, Adventure, Massively Multiplayer, RPG, Simulation, Strategy"
14054,582810,"Action, Indie, Simulation"
14055,582820,"Action, Casual, Simulation"
14056,582830,"Casual, Free to Play, Indie, Strategy"
14057,582840,"Indie, RPG"
14058,582890,"Action, Adventure, Casual, Indie, Early Access"
14059,582920,"Action, Indie"
14060,582960,"Indie, Strategy"
14061,582980,Action
14062,582990,"Action, Indie"
14063,583000,"Casual, Indie, Simulation, Early Access"
14064,583010,Utilities
14065,583030,"Casual, Indie"
14066,583040,Simulation
14067,583060,"Action, Adventure, Casual, Indie, Strategy"
14068,583090,"Adventure, Casual, Indie"
14069,583150,"Casual, Racing, Sports"
14070,583190,"Indie, Strategy"
14071,583200,Education
14072,583240,"Action, Indie"
14073,583270,Indie
14074,583470,"Action, Adventure, Indie"
14075,583490,"Casual, Indie"
14076,583500,"Action, Indie, Simulation, Strategy"
14077,583510,Education
14078,583530,"Casual, Simulation, Early Access"
14079,583570,"Action, Adventure, Casual, Simulation"
14080,583590,Strategy
14081,583620,Education
14082,583660,"Adventure, Indie"
14083,583740,"Free to Play, Massively Multiplayer, Simulation"
14084,583750,"Action, Adventure, Casual, Indie, Early Access"
14085,583760,"Action, Casual, Indie"
14086,583850,Design & Illustration
14087,583860,Photo Editing
14088,583870,Design & Illustration
14089,583890,"Action, Adventure, Indie"
14090,583930,Casual
14091,583950,Strategy
14092,584040,"Casual, Indie"
14093,584080,"Action, Sports"
14094,584100,"Casual, Indie, Simulation"
14095,584150,Sports
14096,584170,"Casual, Free to Play, Indie"
14097,584200,Utilities
14098,584220,"Casual, Indie"
14099,584280,"Simulation, Strategy, Early Access"
14100,584370,"Adventure, Indie, Simulation"
14101,584400,"Action, Adventure, Casual"
14102,584600,"Action, Casual, Indie"
14103,584760,"Indie, RPG, Strategy"
14104,584780,"Violent, Action, Strategy"
14105,584800,Strategy
14106,584850,"Casual, Free to Play, Indie"
14107,584860,"Casual, Indie, RPG, Simulation"
14108,584880,"Adventure, Casual, Simulation"
14109,584890,"Action, Casual, Indie"
14110,584930,"Action, Adventure, Indie"
14111,584940,"Sexual Content, Adventure, Simulation"
14112,584980,"Adventure, Indie"
14113,584990,"Violent, Gore, Action, Adventure, Indie"
14114,585040,Indie
14115,585080,"Adventure, Simulation, Sports"
14116,585090,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy"
14117,585180,"Adventure, Indie, RPG"
14118,585190,"Action, Casual, Indie"
14119,585220,"Adventure, Indie"
14120,585240,Adventure
14121,585260,
14122,585270,"Casual, Free to Play, Strategy"
14123,585290,"Adventure, Indie, Strategy"
14124,585310,"Action, Casual, Indie, Strategy, Early Access"
14125,585340,"Free to Play, Design & Illustration"
14126,585360,"Action, Casual, Indie, Strategy"
14127,585410,"Animation & Modeling, Design & Illustration, Education, Software Training, Utilities, Web Publishing, Game Development"
14128,585420,"Action, Adventure, Indie, Racing, Simulation, Early Access"
14129,585430,"Action, Adventure, Indie, RPG, Simulation"
14130,585450,"Action, RPG"
14131,585500,"Action, Casual, Indie"
14132,585550,"Action, Casual, Indie, Simulation"
14133,585560,"Action, Adventure, Casual, Indie"
14134,585590,"Casual, Indie"
14135,585600,"Animation & Modeling, Design & Illustration, Education, Utilities, Web Publishing, Game Development"
14136,585610,"Animation & Modeling, Design & Illustration, Education, Software Training, Utilities, Web Publishing, Game Development"
14137,585620,"Animation & Modeling, Design & Illustration, Education, Software Training, Utilities, Web Publishing, Game Development"
14138,585630,"Action, Free to Play, Early Access"
14139,585690,"Action, Adventure, Casual, Indie"
14140,585710,"Action, Indie, Early Access"
14141,585740,"Action, Adventure, Indie"
14142,585750,"Action, Adventure, Indie"
14143,585770,"Action, Indie, Strategy"
14144,585820,"Indie, Strategy"
14145,585830,"Action, Adventure, Indie, RPG, Strategy"
14146,585840,"Adventure, Indie"
14147,585860,"Action, Adventure, Indie"
14148,585880,"Casual, Free to Play, Indie"
14149,585890,"Adventure, Casual, Indie"
14150,585900,"Adventure, Casual, RPG, Simulation"
14151,585910,Action
14152,585920,"Casual, Indie"
14153,585940,"Action, Casual, Early Access"
14154,585950,"Casual, Indie"
14155,585970,"Action, Casual, Indie"
14156,585990,"Adventure, Free to Play, Indie"
14157,586020,"Action, Casual, Indie, Simulation"
14158,586030,"Free to Play, Strategy, Early Access"
14159,586060,"Action, Adventure, Indie, Racing, Strategy"
14160,586080,"Action, Adventure, RPG"
14161,586090,"Action, Indie, Sports"
14162,586100,"Action, Casual, Free to Play, Indie, RPG, Simulation, Strategy"
14163,586110,"Casual, Free to Play, Massively Multiplayer, Early Access"
14164,586130,"Casual, Indie, Racing"
14165,586140,Action
14166,586150,Strategy
14167,586160,"Action, Indie"
14168,586170,"Action, Indie"
14169,586200,Action
14170,586210,Utilities
14171,586230,"Adventure, Casual"
14172,586240,Indie
14173,586270,"Action, Casual, Indie, Simulation"
14174,586280,"Action, Adventure, Casual, Indie"
14175,586310,"Action, Indie, Strategy"
14176,586320,"Action, Indie"
14177,586340,"Action, Indie"
14178,586350,"Action, Indie"
14179,586360,"Action, Casual, Simulation, Early Access"
14180,586380,"Adventure, Casual, Indie"
14181,586390,"Indie, Strategy"
14182,586430,"Action, Adventure, Indie"
14183,586450,"Action, Adventure, Indie"
14184,586460,"Indie, Simulation, Sports"
14185,586470,"Adventure, Indie"
14186,586480,"Adventure, Indie"
14187,586520,"Action, Indie"
14188,586530,"Action, Casual, Indie"
14189,586540,"Action, Adventure, Casual, Indie"
14190,586560,"Design & Illustration, Photo Editing, Utilities"
14191,586570,"Action, Indie"
14192,586600,"Adventure, Indie, RPG"
14193,586620,"Casual, Indie"
14194,586660,"Adventure, Casual, Indie"
14195,586670,"Casual, Indie"
14196,586680,"Adventure, Casual"
14197,586690,"Adventure, Casual"
14198,586700,"Nudity, Adventure, Casual"
14199,586710,"Adventure, Casual"
14200,586740,"Adventure, Casual"
14201,586750,"Indie, RPG, Strategy"
14202,586770,"Adventure, Casual, Simulation, Strategy"
14203,586790,"Violent, Action, Strategy"
14204,586830,"Action, Adventure, Casual, Simulation"
14205,586880,"Action, Adventure, Casual, Indie"
14206,586890,"Casual, Indie, Sports, Early Access"
14207,586920,"Action, Indie, Strategy"
14208,586930,"Adventure, Casual"
14209,586950,"Action, Adventure"
14210,586960,"Action, Adventure, Casual, Indie"
14211,586970,"Action, Casual, Indie"
14212,586980,"Action, Indie, Racing, Simulation, Sports"
14213,586990,"Action, Casual, Indie"
14214,587000,"Action, Indie, Strategy"
14215,587010,"Adventure, Casual, Indie"
14216,587030,
14217,587050,"Indie, Strategy"
14218,587070,"Action, Adventure, Casual, Indie, Strategy"
14219,587100,"Action, RPG"
14220,587110,"Action, RPG"
14221,587160,"Action, Adventure, Indie"
14222,587180,"Action, Adventure, Casual, Indie"
14223,587210,"Casual, Indie"
14224,587220,"Action, Adventure, Casual, Indie, Simulation"
14225,587260,RPG
14226,587290,Simulation
14227,587310,"Indie, RPG"
14228,587330,"Casual, Simulation"
14229,587390,"Action, Casual, Indie"
14230,587400,"Action, Indie, Racing, Simulation, Sports"
14231,587420,"Action, Adventure, Casual, Indie, Racing"
14232,587430,Indie
14233,587440,"RPG, Simulation, Strategy"
14234,587450,"Indie, Simulation, Early Access"
14235,587460,"Casual, Free to Play, Strategy"
14236,587470,"Casual, Indie, Simulation"
14237,587480,"Action, Casual, Indie"
14238,587490,"Action, Adventure, Indie, RPG"
14239,587540,"Casual, Free to Play, Indie, Racing, Early Access"
14240,587560,"Adventure, Casual, Indie"
14241,587570,"Adventure, Free to Play"
14242,587580,"Indie, Simulation"
14243,587590,"Action, Adventure, Casual, Indie, Simulation"
14244,587620,Adventure
14245,587690,"Adventure, Casual, Indie"
14246,587710,"Action, Indie, Early Access"
14247,587730,"Casual, Simulation"
14248,587770,"Indie, Racing"
14249,587790,"Action, Casual"
14250,587810,"Casual, Indie"
14251,587830,"Action, Adventure, Casual, Indie, RPG"
14252,587840,"Adventure, Indie"
14253,587860,"Adventure, Casual, Free to Play, Indie"
14254,587920,"Action, Adventure, Indie, RPG"
14255,587930,"Violent, Gore, Action, Adventure, Indie, Early Access"
14256,587970,"Action, Casual, Indie, Strategy"
14257,588030,"Indie, Simulation, Early Access"
14258,588040,"Adventure, Casual, Indie"
14259,588050,"Casual, RPG, Simulation"
14260,588070,"Action, Indie"
14261,588080,Strategy
14262,588090,"Casual, Indie"
14263,588100,"Action, Indie"
14264,588110,"Action, Adventure, Indie"
14265,588120,"Casual, Indie, Massively Multiplayer, Simulation, Early Access"
14266,588140,"Action, Indie"
14267,588160,"Simulation, Strategy"
14268,588180,"Casual, Free to Play, Indie"
14269,588190,Simulation
14270,588200,"Action, Indie, Early Access"
14271,588210,"Action, Indie, Massively Multiplayer, Simulation, Early Access"
14272,588230,"Adventure, Indie"
14273,588240,"Sexual Content, Simulation"
14274,588290,"Free to Play, Simulation, Sports"
14275,588340,"Action, Casual, Indie, Simulation"
14276,588350,Education
14277,588410,"Action, Casual, Simulation, Sports"
14278,588420,"Action, Casual, Indie"
14279,588430,"Free to Play, RPG, Simulation"
14280,588490,"Action, Racing, Sports"
14281,588540,Indie
14282,588550,"Violent, Action, Adventure, Early Access"
14283,588560,"Action, Indie"
14284,588620,"Adventure, Casual, Simulation"
14285,588630,"Action, Adventure, Indie, Massively Multiplayer, Racing, Simulation"
14286,588650,"Action, Indie"
14287,588690,"Casual, Indie, Simulation"
14288,588710,"Adventure, Indie"
14289,588730,"Violent, Adventure, Casual, Indie"
14290,588750,"Indie, Racing, Simulation, Sports"
14291,588800,"Action, Adventure, Indie"
14292,588880,"Action, Indie"
14293,588890,"Indie, RPG, Strategy"
14294,588920,"Adventure, Casual, Indie, RPG, Simulation, Strategy"
14295,588950,"Adventure, RPG, Simulation"
14296,588970,"Casual, Indie"
14297,588980,"Casual, Indie, Simulation"
14298,588990,"Action, Adventure, Indie, Early Access"
14299,589060,"RPG, Strategy"
14300,589080,"Action, Adventure, Indie"
14301,589100,Indie
14302,589110,"Indie, Simulation, Strategy"
14303,589150,"Action, Casual, Indie"
14304,589160,Action
14305,589170,"Action, Casual"
14306,589180,"Action, Casual, Indie"
14307,589200,"Adventure, Indie"
14308,589220,"Action, Adventure, Indie"
14309,589240,"Casual, Free to Play, Simulation"
14310,589250,"Action, Simulation, Early Access"
14311,589260,Indie
14312,589270,"Adventure, Casual, Indie"
14313,589280,"Action, Simulation, Sports"
14314,589290,"Action, Indie, Early Access"
14315,589300,"Adventure, Indie"
14316,589320,"Action, Indie"
14317,589360,"Adventure, RPG"
14318,589380,"Action, Indie"
14319,589410,Indie
14320,589420,"Action, Casual, Indie, Simulation"
14321,589430,"Action, Indie, Massively Multiplayer"
14322,589440,"Action, Adventure, Casual, Indie"
14323,589460,"Violent, Action, Casual, Free to Play, Indie"
14324,589470,"Action, Indie, RPG"
14325,589480,"Gore, Adventure, Casual, Indie"
14326,589510,"Action, Adventure, Indie"
14327,589530,"Violent, Adventure"
14328,589590,"Violent, Gore, Adventure, Indie"
14329,589620,"Gore, Adventure, Indie"
14330,589640,"Action, Indie, Strategy"
14331,589670,Early Access
14332,589680,"Action, Adventure, Casual, Indie"
14333,589690,"Adventure, Casual"
14334,589730,"Adventure, Indie"
14335,589740,"Action, Adventure, Indie, RPG"
14336,589760,"Action, Indie, Racing, Simulation"
14337,589770,"Violent, Action, Adventure, Indie, Early Access"
14338,589780,"Nudity, Violent, Adventure, Indie"
14339,589850,"Adventure, Casual, Indie"
14340,589860,"Adventure, Casual, Indie"
14341,589870,"Action, Casual, Free to Play, Indie, Simulation, Strategy"
14342,589940,"Action, Adventure, Indie"
14343,590250,"Action, Adventure, Indie, Simulation"
14344,590270,"Adventure, Indie"
14345,590280,"Casual, Free to Play, Indie, Simulation"
14346,590370,"Action, Casual, Indie"
14347,590380,"Indie, RPG, Simulation, Strategy"
14348,590420,"Action, Adventure, Casual, Indie"
14349,590430,"Nudity, Adventure"
14350,590440,Adventure
14351,590530,"Casual, Indie, Simulation"
14352,590560,"Action, Indie, Strategy"
14353,590570,"Action, Adventure, Casual"
14354,590580,"Action, Adventure, Indie, RPG, Early Access"
14355,590590,"Action, Indie"
14356,590600,"Action, Casual, Indie, Simulation, Early Access"
14357,590660,"Simulation, Strategy, Early Access"
14358,590690,"Action, Indie, Racing, Sports"
14359,590720,"Action, Indie"
14360,590770,"Action, Indie"
14361,590820,"Adventure, Indie, RPG"
14362,590840,"Action, Casual, Indie, Early Access"
14363,590870,"Action, Adventure, Indie, Strategy"
14364,590910,"Free to Play, Indie, Strategy"
14365,590940,RPG
14366,590950,"Casual, Indie"
14367,590970,"Nudity, Violent, Gore, Action, Adventure, Indie"
14368,591000,"Action, Adventure, Indie, Simulation, Strategy"
14369,591010,"Action, Casual, Indie"
14370,591020,Indie
14371,591080,"Action, Adventure, Indie"
14372,591090,"Adventure, Casual"
14373,591130,"Violent, Gore, Action, Indie"
14374,591140,"Action, Indie, Sports, Early Access"
14375,591350,"Casual, Indie"
14376,591360,"Casual, Free to Play, Simulation"
14377,591370,"Indie, Simulation, Strategy"
14378,591380,"Casual, Indie, Simulation, Strategy"
14379,591390,"Action, Indie"
14380,591420,"Casual, Indie"
14381,591460,"Simulation, Early Access"
14382,591470,"Adventure, Casual"
14383,591530,"Action, Casual, Free to Play, Massively Multiplayer, Strategy"
14384,591560,"Action, Indie"
14385,591580,"Adventure, Casual"
14386,591610,"Action, Indie"
14387,591630,"Action, Adventure, Indie, RPG"
14388,591640,"Action, Indie"
14389,591660,"Violent, Gore, Casual, Indie"
14390,591680,"Indie, Simulation"
14391,591740,"Action, Free to Play"
14392,591750,"Adventure, Indie"
14393,591760,"Action, Casual, Indie, Sports"
14394,591790,"Action, Indie, Strategy, Early Access"
14395,591910,"Simulation, Sports, Strategy"
14396,591920,"Casual, Simulation"
14397,591930,"Indie, Strategy, Early Access"
14398,591940,"Adventure, Indie, RPG"
14399,591950,"Indie, Strategy"
14400,591960,"Adventure, Free to Play, RPG, Strategy"
14401,591990,"Violent, Gore, Adventure, Indie"
14402,592020,"Action, Adventure, Indie, Racing, Sports"
14403,592030,"Action, Indie, Simulation"
14404,592040,"Action, Casual, Indie, Strategy"
14405,592060,"Adventure, Casual, Indie, RPG, Simulation, Strategy"
14406,592100,"Indie, Strategy"
14407,592120,Indie
14408,592130,"Action, Adventure, Indie"
14409,592200,"Adventure, Indie, RPG"
14410,592240,Action
14411,592260,"Design & Illustration, Early Access"
14412,592270,"Action, Indie"
14413,592300,"Indie, Racing"
14414,592320,"Action, Adventure, Indie, Strategy"
14415,592330,"Action, Casual, Sports"
14416,592340,"Casual, Indie"
14417,592350,Animation & Modeling
14418,592360,Adventure
14419,592380,"Action, Adventure, Indie"
14420,592390,"Action, Indie"
14421,592400,"Casual, Indie, Sports, Early Access"
14422,592410,"Adventure, Casual, Indie, Simulation"
14423,592450,Education
14424,592550,"Indie, Simulation, Strategy"
14425,592560,Indie
14426,592570,"Adventure, Indie"
14427,592580,Sports
14428,592600,Sports
14429,592620,"Action, Adventure"
14430,592640,"Simulation, Sports, Early Access"
14431,592660,"Casual, Indie"
14432,592720,"Action, Casual, Indie"
14433,592730,"Action, Casual, Indie, Simulation, Strategy"
14434,592740,"Adventure, Indie, RPG"
14435,592750,"Sexual Content, Violent, Gore, Adventure, Indie"
14436,592780,"Casual, Indie, Racing, Sports, Early Access"
14437,592890,"Free to Play, Indie, Strategy"
14438,592920,"Utilities, Video Production"
14439,592990,"Adventure, RPG"
14440,593030,Strategy
14441,593070,"Action, Casual, Indie"
14442,593090,Design & Illustration
14443,593100,"Adventure, Indie"
14444,593150,"Adventure, Indie, RPG, Simulation"
14445,593200,"Adventure, Indie"
14446,593210,"Action, Casual, Indie, Simulation"
14447,593240,"Action, Casual, Indie, Sports"
14448,593250,"Action, Casual, Indie"
14449,593260,"Action, Adventure, Casual, Indie"
14450,593280,"Action, Adventure, Indie, RPG"
14451,593290,"Action, Adventure, Indie"
14452,593330,"Adventure, Indie"
14453,593340,"Action, Casual, Indie"
14454,593400,"Casual, Free to Play, Simulation"
14455,593410,"Casual, Indie, Strategy"
14456,593490,"Casual, Indie, RPG, Simulation, Strategy"
14457,593530,Action
14458,593540,"Casual, Indie, Strategy"
14459,593560,"Action, Adventure, Indie, RPG"
14460,593600,"Action, Adventure, Casual, Massively Multiplayer, RPG, Strategy, Early Access"
14461,593620,"Violent, Gore, Action, Free to Play, Indie, Massively Multiplayer"
14462,593670,"Action, Casual, Indie"
14463,593680,"Action, Indie"
14464,593700,"Action, Adventure, Indie"
14465,593730,"Nudity, Violent, Gore, Indie, Early Access"
14466,593740,"Violent, Gore, Action, Adventure, Indie, RPG"
14467,593850,"Action, Adventure, Indie, RPG"
14468,593900,"Adventure, Casual"
14469,593950,"Action, Adventure, RPG, Simulation"
14470,593970,"Action, Casual, Simulation, Strategy"
14471,593980,"Action, Indie, RPG, Simulation, Strategy"
14472,594040,"Casual, Indie, Simulation, Strategy"
14473,594050,"Action, Adventure, Indie"
14474,594120,"Indie, Early Access"
14475,594130,"Adventure, Indie, RPG, Early Access"
14476,594150,"Action, Casual, Indie"
14477,594160,Action
14478,594200,"Action, Indie"
14479,594300,"Action, Adventure, Free to Play, Indie"
14480,594310,"Adventure, Free to Play, Indie, RPG"
14481,594320,"Adventure, Casual, Indie"
14482,594330,"Action, Adventure, Indie, Simulation, Early Access"
14483,594350,"Adventure, Casual, Indie, Simulation"
14484,594360,"Casual, Indie, Simulation, Early Access"
14485,594370,"Action, Casual, Indie, Sports"
14486,594390,"Action, Adventure, Indie, Racing, Early Access"
14487,594410,"Action, Adventure, Casual"
14488,594490,"Action, Adventure, RPG, Simulation, Sports, Strategy"
14489,594550,"Violent, Action, Simulation, Strategy"
14490,594570,"Action, Strategy"
14491,594640,Indie
14492,594650,"Action, Early Access"
14493,594660,"Adventure, Indie, RPG"
14494,594680,"Action, Adventure, Casual, Indie"
14495,594720,"Casual, Indie, Simulation, Strategy"
14496,594750,Indie
14497,594760,"Action, Indie, Early Access"
14498,594810,"Action, Indie"
14499,594820,"Action, Indie"
14500,594950,"Adventure, Casual, Indie"
14501,594980,"Action, Adventure, Casual, Indie, Racing, Simulation"
14502,595000,"Action, Adventure, Casual"
14503,595010,"Action, Indie"
14504,595030,"Action, Adventure, Indie"
14505,595060,"Violent, Adventure, RPG"
14506,595070,Casual
14507,595080,"Action, Adventure"
14508,595090,"Action, Adventure, Indie, RPG"
14509,595100,"Violent, Gore, Action"
14510,595110,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access"
14511,595120,"Gore, Action, Indie"
14512,595130,"Casual, Simulation"
14513,595140,"Action, Indie"
14514,595150,Casual
14515,595160,"Adventure, Casual"
14516,595260,"Action, Indie"
14517,595270,"Indie, Early Access"
14518,595280,"Indie, RPG, Strategy"
14519,595300,"Adventure, Indie"
14520,595320,"Action, Indie, Simulation"
14521,595360,"Action, Indie, Simulation, Early Access"
14522,595420,"Indie, Simulation, Sports, Strategy"
14523,595430,"Action, Indie, Strategy, Early Access"
14524,595440,"Casual, Indie"
14525,595460,"Casual, Indie, Simulation"
14526,595470,"Action, Sports, Early Access"
14527,595480,"Action, Adventure, Casual, Indie"
14528,595490,Utilities
14529,595520,RPG
14530,595550,"Action, Adventure, Casual, Indie"
14531,595560,"Adventure, RPG"
14532,595630,Action
14533,595640,"Adventure, Casual, Indie, Simulation, Strategy"
14534,595660,"Indie, Strategy"
14535,595690,"Indie, Massively Multiplayer, Simulation"
14536,595730,"Sexual Content, Nudity, Adventure, Casual, Indie"
14537,595740,Action
14538,595770,"Action, Indie, RPG, Strategy"
14539,595780,"Action, Adventure, Indie, RPG"
14540,595920,"Nudity, Violent, Action, Adventure, Indie"
14541,595960,"Casual, Indie, Simulation, Early Access"
14542,595990,"Action, Adventure, Sports"
14543,596050,"Casual, Indie"
14544,596070,"Sports, Early Access"
14545,596080,"Adventure, Indie"
14546,596140,"Design & Illustration, Photo Editing"
14547,596170,"Action, Indie, Simulation"
14548,596200,"Action, Adventure, Indie, RPG, Simulation, Strategy"
14549,596240,"Violent, Gore, Action, Adventure, Indie"
14550,596260,"Action, Indie"
14551,596270,"Adventure, Casual"
14552,596280,"Indie, Simulation, Strategy, Early Access"
14553,596370,"Casual, Indie"
14554,596380,"Action, Indie"
14555,596390,"Action, Casual, Indie"
14556,596400,"Adventure, Casual"
14557,596470,"Adventure, Free to Play, Indie"
14558,596530,RPG
14559,596540,"Adventure, Indie, RPG"
14560,596560,"Violent, Gore, Action, Adventure"
14561,596590,"Casual, Indie"
14562,596620,"Action, Racing"
14563,596630,Indie
14564,596640,"Action, Adventure, Indie, Simulation"
14565,596650,"Adventure, Free to Play"
14566,596690,"Action, Adventure, Indie, RPG"
14567,596710,"Adventure, Casual, Free to Play, Indie"
14568,596730,Adventure
