id,appid,genre
6163,368970,"Adventure, Indie"
6164,368980,"Action, Free to Play, Indie, Strategy, Early Access"
6165,368990,"Action, Adventure, Indie"
6166,369000,"Action, Adventure, Casual, Indie, Strategy"
6167,369030,"Action, Casual, Free to Play, Indie"
6168,369060,"Action, Adventure, Indie"
6169,369070,"Action, Indie"
6170,369080,"Action, Adventure, Indie, Simulation, Early Access"
6171,369100,"Action, Adventure, Indie, Simulation"
6172,369110,"Action, Indie, RPG"
6173,369120,Adventure
6174,369180,"Action, Casual, Indie, RPG"
6175,369190,"Animation & Modeling, Design & Illustration, Education, Utilities, Early Access"
6176,369230,Action
6177,369270,"Action, Casual, Indie, Simulation, Sports, Early Access"
6178,369280,Casual
6179,369290,Adventure
6180,369310,"Casual, Indie, Strategy"
6181,369360,"Action, Casual, Indie"
6182,369370,Strategy
6183,369390,"Simulation, Strategy"
6184,369400,"Casual, Free to Play, Indie, Strategy"
6185,369420,"Adventure, Casual"
6186,369440,"Action, Adventure, RPG"
6187,369460,"Indie, Simulation, Early Access"
6188,369530,"Action, Adventure, Indie, RPG, Simulation, Strategy, Early Access"
6189,369550,"Action, Indie"
6190,369560,"Action, Adventure, Casual, Indie"
6191,369570,"Indie, Racing"
6192,369580,Casual
6193,369640,"Adventure, Indie"
6194,369700,"Action, Adventure, Indie, RPG"
6195,369830,Adventure
6196,369840,"Action, Adventure, Indie"
6197,369860,"Action, Casual, Indie"
6198,369890,"Action, Adventure, Indie, RPG"
6199,369990,"Indie, Strategy"
6200,370020,"Action, Indie, RPG, Strategy"
6201,370040,"Indie, RPG, Strategy"
6202,370050,"Casual, Indie, Strategy"
6203,370060,"Casual, Indie, Simulation, Strategy, Early Access"
6204,370070,"Adventure, Indie, Strategy"
6205,370080,"Casual, Indie, Strategy"
6206,370090,Sports
6207,370120,"Adventure, Indie, RPG, Strategy"
6208,370130,"Action, Adventure, Indie"
6209,370140,"Casual, Indie"
6210,370150,"Casual, Indie"
6211,370160,"Indie, Strategy"
6212,370170,"Casual, Indie"
6213,370190,"Action, Casual, Indie"
6214,370200,"Casual, Indie"
6215,370210,"Action, Adventure, Indie, Simulation"
6216,370220,"Action, Adventure, Indie"
6217,370240,Sports
6218,370270,"Action, Adventure"
6219,370280,"Adventure, Casual, Indie"
6220,370300,"Adventure, Indie, RPG"
6221,370310,"Action, Adventure, Casual, Indie"
6222,370330,"Adventure, Indie"
6223,370350,"Simulation, Early Access"
6224,370360,"Indie, Simulation"
6225,370390,"Action, Adventure, Indie, RPG, Early Access"
6226,370440,"Adventure, Indie"
6227,370460,Action
6228,370480,"Action, Indie"
6229,370490,"Action, Indie"
6230,370510,"Action, Adventure, Casual, Indie, Racing, RPG, Simulation, Sports, Strategy"
6231,370540,"Simulation, Strategy"
6232,370550,"Action, Adventure, Casual, Indie"
6233,370560,"Casual, Simulation"
6234,370570,"Casual, Indie"
6235,370590,"Action, Casual, Indie"
6236,370600,"Casual, Racing, Sports"
6237,370620,"Adventure, Casual, Indie, RPG"
6238,370640,"Adventure, Casual, Indie, RPG"
6239,370660,"Adventure, Casual, Indie, RPG"
6240,370670,"Adventure, Casual, Indie, RPG"
6241,370700,"Adventure, Casual, Indie, RPG"
6242,370710,"Adventure, Casual, Indie, RPG"
6243,370730,Strategy
6244,370750,"Indie, RPG, Strategy, Early Access"
6245,370770,"Action, Free to Play, Indie, Early Access"
6246,370780,"Adventure, Casual, Indie, RPG"
6247,370800,"Action, Sports"
6248,370840,Sports
6249,370870,"Indie, Strategy"
6250,370910,"Adventure, Indie"
6251,370920,"Action, Indie"
6252,370940,"Action, Indie"
6253,370970,"Action, Casual, Indie"
6254,371000,"Casual, Indie"
6255,371010,"Indie, Strategy"
6256,371100,"Action, Adventure, Indie, RPG, Simulation, Strategy"
6257,371120,"Adventure, Indie"
6258,371140,"Action, Adventure, Indie, RPG, Strategy"
6259,371180,Action
6260,371190,"Simulation, Strategy"
6261,371200,"Indie, RPG, Simulation, Strategy"
6262,371210,"Action, Adventure, Indie"
6263,371220,"Adventure, Indie, RPG"
6264,371280,Indie
6265,371300,"Adventure, Indie"
6266,371310,"Free to Play, Massively Multiplayer, RPG"
6267,371320,"Adventure, Indie, RPG"
6268,371330,"Casual, Indie"
6269,371360,"Indie, RPG, Strategy"
6270,371370,RPG
6271,371380,"Action, Indie, Early Access"
6272,371390,"Action, Indie"
6273,371400,"Action, Indie, Simulation"
6274,371410,"Action, Indie"
6275,371420,"Indie, Racing, Simulation, Sports"
6276,371430,"Action, Indie, RPG, Strategy"
6277,371450,"Casual, Indie"
6278,371460,"Casual, Strategy"
6279,371500,"Action, Casual, Indie"
6280,371510,"Action, Indie"
6281,371520,"Indie, Simulation, Strategy"
6282,371530,"Action, Indie, RPG"
6283,371550,"Action, Adventure, Indie"
6284,371570,"Action, Adventure, Casual, Indie, RPG"
6285,371620,"Action, Indie, Strategy"
6286,371650,"Action, Adventure, Indie"
6287,371660,"Action, Adventure"
6288,371670,"Adventure, Indie, Strategy"
6289,371690,"Action, Casual, Indie, RPG"
6290,371700,"Action, Casual, Indie, Racing"
6291,371710,"Casual, Indie, Simulation, Strategy"
6292,371790,"Adventure, Indie, Strategy"
6293,371850,"Casual, Simulation, Sports, Strategy"
6294,371880,"Action, Casual, Indie"
6295,371890,"Action, Indie"
6296,371900,"Adventure, Indie"
6297,371970,"Action, Adventure, Indie, RPG"
6298,372000,"Free to Play, Massively Multiplayer, RPG"
6299,372030,"Action, Indie"
6300,372060,Utilities
6301,372080,"Indie, RPG, Strategy"
6302,372150,"Action, Adventure, Indie"
6303,372160,"Simulation, Strategy"
6304,372190,Free to Play
6305,372210,"Action, Casual, Indie"
6306,372250,"Action, Adventure, Indie"
6307,372330,"Adventure, Casual, Indie"
6308,372340,"Action, Adventure, Indie, RPG, Early Access"
6309,372350,"Action, Adventure, Indie"
6310,372360,RPG
6311,372380,"Action, Indie, Early Access"
6312,372390,"Audio Production, Software Training, Utilities, Video Production"
6313,372430,"Casual, Indie, Strategy"
6314,372480,"RPG, Simulation"
6315,372490,"Action, Adventure, Indie, Racing, Sports, Strategy"
6316,372540,"Action, Free to Play"
6317,372560,Adventure
6318,372570,Adventure
6319,372590,"Animation & Modeling, Design & Illustration, Video Production"
6320,372670,RPG
6321,372690,"Casual, Indie"
6322,372720,Indie
6323,372740,"Action, Adventure, Indie, Early Access"
6324,372750,"Action, Adventure, Indie, Simulation, Early Access"
6325,372770,"Action, Indie, RPG"
6326,372780,"Adventure, Indie"
6327,372800,"Adventure, Free to Play, Indie, Massively Multiplayer, RPG, Early Access"
6328,372820,"Action, Free to Play, Indie, Early Access"
6329,372830,"Action, Adventure, Indie"
6330,372890,"Adventure, Casual"
6331,372930,"Adventure, Casual"
6332,372940,"Adventure, Casual"
6333,372950,"Indie, Simulation"
6334,372960,"Action, Casual, Indie"
6335,372970,"Action, Early Access"
6336,372980,Education
6337,373000,Education
6338,373120,"Action, Adventure, Casual, Indie, Early Access"
6339,373140,"Adventure, Casual, Indie"
6340,373180,Action
6341,373240,Adventure
6342,373290,"Action, Indie, RPG"
6343,373330,"Adventure, Free to Play"
6344,373360,"Action, Adventure, Indie"
6345,373390,"Adventure, RPG, Strategy"
6346,373420,"Adventure, Indie, RPG, Strategy"
6347,373440,RPG
6348,373460,"Action, Casual"
6349,373470,"Action, Indie, RPG, Early Access"
6350,373480,"Action, Indie"
6351,373600,"Action, Indie"
6352,373610,"Action, Indie"
6353,373620,"Action, Indie"
6354,373630,"Action, Indie"
6355,373640,"Casual, Indie"
6356,373650,"Adventure, Indie"
6357,373670,"Action, Casual, Indie"
6358,373720,"Free to Play, Indie, Massively Multiplayer, RPG"
6359,373730,"Indie, Strategy"
6360,373750,"Action, Indie, RPG, Simulation, Early Access"
6361,373770,"Indie, RPG"
6362,373800,"Casual, Simulation, Sports"
6363,373810,"Casual, Simulation, Sports"
6364,373820,"Casual, Simulation, Sports"
6365,373860,"Adventure, Casual"
6366,373870,"Adventure, Casual"
6367,373880,"Action, Indie"
6368,373920,"Action, Adventure"
6369,373930,Strategy
6370,373970,"Casual, Indie"
6371,373990,"Adventure, Indie"
6372,374010,Adventure
6373,374030,"Adventure, Casual, Indie"
6374,374040,"Action, Adventure, RPG"
6375,374050,"Action, Casual, Indie, Strategy"
6376,374060,"Action, Adventure, Indie"
6377,374080,Simulation
6378,374120,"Indie, Simulation, Early Access"
6379,374150,"Indie, Simulation, Strategy"
6380,374170,"Action, Casual, Indie, Early Access"
6381,374240,"Action, Adventure, Indie, RPG"
6382,374280,"Action, Early Access"
6383,374320,Action
6384,374380,"Simulation, Strategy"
6385,374400,Utilities
6386,374410,"Casual, Indie, Strategy"
6387,374420,"Action, Adventure, Indie"
6388,374450,Strategy
6389,374460,"Action, Casual, Indie, Sports"
6390,374510,"Adventure, Indie"
6391,374520,"RPG, Strategy"
6392,374620,"Adventure, Indie, Simulation"
6393,374630,"Action, Indie"
6394,374640,"Indie, Simulation, Strategy"
6395,374670,"Action, Free to Play, Indie, Early Access"
6396,374680,"Action, Casual, Indie"
6397,374690,"Animation & Modeling, Utilities"
6398,374830,"Indie, Strategy"
6399,374900,Adventure
6400,374940,Strategy
6401,374950,"Adventure, Indie"
6402,374960,Strategy
6403,374970,"Casual, Indie, Simulation, Sports"
6404,374990,Action
6405,375000,"Action, Indie, RPG"
6406,375010,"Casual, Indie"
6407,375020,"Adventure, Casual, Indie"
6408,375030,"Action, Indie"
6409,375040,"Action, Casual, Indie, Simulation"
6410,375090,"Action, Adventure, Indie"
6411,375120,"Action, Adventure, Indie"
6412,375130,"Indie, RPG"
6413,375170,"Action, Casual, Indie"
6414,375180,"Indie, Simulation"
6415,375190,"Action, Adventure, Casual, Indie"
6416,375200,"Sexual Content, Nudity, Casual, Indie"
6417,375210,"Indie, Simulation"
6418,375220,"Casual, Free to Play"
6419,375230,"Violent, Action, Adventure, Free to Play, Massively Multiplayer"
6420,375250,"Casual, Indie, RPG, Simulation, Strategy"
6421,375290,"Action, Indie"
6422,375310,"Action, Casual, Indie, Strategy"
6423,375320,"Adventure, Indie"
6424,375330,"Action, Indie"
6425,375340,"Casual, Indie, Strategy"
6426,375420,Indie
6427,375430,"Adventure, Indie, RPG"
6428,375440,"Adventure, RPG"
6429,375450,Strategy
6430,375460,"Adventure, Casual, Indie, RPG, Simulation, Strategy"
6431,375480,"Action, Adventure, Indie, RPG, Early Access"
6432,375500,RPG
6433,375510,"Adventure, Indie, RPG, Early Access"
6434,375520,"Action, Adventure, Indie"
6435,375530,"Indie, Simulation, Sports, Strategy"
6436,375550,"Action, Casual, Indie, RPG, Early Access"
6437,375570,"Action, Adventure, RPG"
6438,375580,"Adventure, Casual, Indie, RPG, Simulation, Strategy"
6439,375600,"Action, Indie"
6440,375620,"Action, Adventure, Indie, Strategy"
6441,375680,"Action, Adventure, Indie"
6442,375710,"Adventure, Indie"
6443,375750,"Action, Casual, Free to Play, Indie, Strategy"
6444,375760,"Indie, Simulation, Strategy"
6445,375770,Adventure
6446,375790,"Action, Casual, Indie"
6447,375810,"Action, Adventure, Indie, RPG"
6448,375820,"Casual, Indie"
6449,375840,"Audio Production, Utilities"
6450,375850,"Action, Casual, Indie, Strategy"
6451,375870,"Indie, Early Access"
6452,375900,"Massively Multiplayer, Racing"
6453,375910,"Simulation, Strategy"
6454,375930,"Action, Adventure, Casual, Indie, Strategy"
6455,375950,"Casual, Free to Play, Indie, Simulation"
6456,376110,"Adventure, Indie"
6457,376120,"Action, Adventure, Casual, Indie, Massively Multiplayer, Racing, RPG, Simulation, Sports, Strategy"
6458,376130,"Action, Indie"
6459,376140,"Free to Play, Indie, Massively Multiplayer, Strategy"
6460,376150,"Simulation, Strategy, Early Access"
6461,376160,"Action, Adventure, Indie"
6462,376210,"Action, Adventure, Indie, Massively Multiplayer, Simulation, Early Access"
6463,376240,"Adventure, Indie"
6464,376250,"Indie, Strategy"
6465,376300,Action
6466,376310,"Indie, Massively Multiplayer, RPG"
6467,376350,"Action, Casual"
6468,376410,"Adventure, Indie, RPG, Strategy"
6469,376450,Strategy
6470,376480,"Adventure, Indie, RPG"
6471,376490,"Adventure, Casual, Indie"
6472,376520,"Adventure, Indie"
6473,376560,"Adventure, Casual, Indie"
6474,376570,"Free to Play, Massively Multiplayer, RPG"
6475,376680,"Casual, Strategy"
6476,376730,"Action, Indie"
6477,376750,Action
6478,376760,Casual
6479,376770,Casual
6480,376780,Adventure
6481,376790,Adventure
6482,376870,Adventure
6483,376880,"Action, Indie, Simulation, Early Access"
6484,376920,"Action, Casual, Indie"
6485,376990,Software Training
6486,377000,Education
6487,377010,Education
6488,377030,Education
6489,377040,Software Training
6490,377060,"Action, Indie, Simulation, Sports, Early Access"
6491,377070,Adventure
6492,377080,"Adventure, Indie"
6493,377100,"Adventure, Indie"
6494,377120,"Adventure, Casual"
6495,377140,"Action, Adventure, Indie, Massively Multiplayer, Simulation, Early Access"
6496,377150,"Free to Play, Indie, Strategy"
6497,377160,RPG
6498,377190,"Indie, RPG"
6499,377200,"Action, Adventure, Indie"
6500,377250,"Action, Adventure, Indie"
6501,377260,"Action, Free to Play, Indie"
6502,377280,"Indie, Strategy"
6503,377290,"Action, Indie"
6504,377300,"Action, Indie, Simulation, Strategy"
6505,377310,"Action, Indie"
6506,377320,"Action, Adventure, Indie, Simulation, Strategy, Early Access"
6507,377330,"Sexual Content, Violent, Gore, Adventure, Free to Play, Indie"
6508,377340,
6509,377350,
6510,377360,"Action, Indie"
6511,377430,"Casual, Indie, RPG, Simulation"
6512,377450,"Adventure, Casual"
6513,377460,"Action, Casual, Indie"
6514,377470,"Adventure, Indie"
6515,377480,"Adventure, Indie"
6516,377500,"Casual, Indie, Strategy"
6517,377520,Strategy
6518,377530,"Adventure, Casual, RPG, Simulation, Strategy"
6519,377550,"Casual, Indie, Sports"
6520,377570,Indie
6521,377590,"Animation & Modeling, Video Production"
6522,377600,"Action, Indie"
6523,377660,"Casual, Indie"
6524,377670,"Adventure, Casual, Simulation"
6525,377680,"Sexual Content, Nudity, Indie, Simulation"
6526,377690,"Sexual Content, Nudity, Casual, Indie"
6527,377710,"Adventure, Casual"
6528,377720,"Adventure, Casual"
6529,377760,"Casual, Indie"
6530,377840,RPG
6531,377860,Action
6532,377870,Action
6533,377880,Strategy
6534,377890,"Action, Indie, Strategy"
6535,377900,"Casual, Indie, Simulation, Strategy"
6536,377940,"Casual, Indie, Strategy"
6537,377970,"Adventure, Indie"
6538,377980,"Nudity, Violent, Gore, Action, Casual, Indie"
6539,378030,"Indie, RPG"
6540,378070,"Action, Indie, Sports"
6541,378080,"Action, Adventure, Indie, RPG"
6542,378090,"Action, Casual, Indie"
6543,378100,"Adventure, Indie"
6544,378110,"Adventure, Simulation, Strategy"
6545,378240,"Violent, Gore, Adventure, Indie"
6546,378260,"Action, Indie, Strategy"
6547,378270,"Action, Indie"
6548,378280,Early Access
6549,378300,"Adventure, Free to Play, Indie"
6550,378350,"Action, Racing"
6551,378360,"Indie, Simulation, Strategy, Early Access"
6552,378370,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG, Early Access"
6553,378390,"Casual, Indie, Simulation, Early Access"
6554,378410,"Action, Adventure, Indie"
6555,378420,Strategy
6556,378450,Action
6557,378480,"Action, Massively Multiplayer, Racing, RPG, Simulation, Early Access"
6558,378490,"Casual, Racing"
6559,378510,"Action, Adventure, Casual, Indie, RPG, Strategy"
6560,378530,"Action, Casual, Indie, Early Access"
6561,378540,"Action, RPG"
6562,378570,"Casual, Indie"
6563,378580,"Action, Adventure, Casual, Indie, Simulation"
6564,378590,"Action, Adventure, Indie, Early Access"
6565,378610,"Action, Adventure, Indie"
6566,378630,"Adventure, Indie"
6567,378660,Adventure
6568,378700,"Adventure, Indie"
6569,378720,"Indie, RPG, Strategy"
6570,378750,"Action, Indie"
6571,378770,Action
6572,378790,RPG
6573,378800,"Simulation, Strategy"
6574,378810,"Adventure, Indie"
6575,378830,"Adventure, Indie, RPG"
6576,378850,"Action, Casual, Indie, Early Access"
6577,378860,Racing
6578,378930,"Action, Adventure, Indie"
6579,379210,"Adventure, Indie, RPG, Simulation, Early Access"
6580,379260,Casual
6581,379290,"Action, Casual, Indie"
6582,379320,"Action, Indie"
6583,379340,Racing
6584,379380,"Action, Adventure, RPG"
6585,379390,Casual
6586,379420,"Action, Indie, Simulation, Early Access"
6587,379430,"Action, Adventure, RPG"
6588,379520,Action
6589,379530,"Indie, Simulation, Strategy"
6590,379600,Casual
6591,379610,"Casual, Indie"
6592,379640,"Action, Indie"
6593,379660,Audio Production
6594,379720,Action
6595,379760,Indie
6596,379870,"Free to Play, Indie, Strategy"
6597,379960,Casual
6598,379980,"Adventure, Casual, Indie, RPG, Simulation"
6599,379990,"Action, Adventure, Indie, RPG"
6600,380000,"Casual, Indie, Racing"
6601,380020,"Action, Adventure, Indie"
6602,380080,Audio Production
6603,380100,Indie
6604,380120,"Adventure, Indie, RPG"
6605,380140,"Adventure, Casual, Free to Play, Indie"
6606,380150,Adventure
6607,380210,"Action, Indie"
6608,380220,"Action, Adventure, Indie"
6609,380360,"Action, Casual, Free to Play, Indie, RPG"
6610,380540,"Action, Adventure, Indie"
6611,380550,"Action, Indie"
6612,380560,"Casual, Indie, RPG"
6613,380570,"Action, Indie, RPG"
6614,380580,"Action, Adventure, Indie"
6615,380600,"Free to Play, Massively Multiplayer, Simulation, Sports"
6616,380660,"Adventure, Indie"
6617,380670,"Action, Casual, Indie, Simulation, Strategy"
6618,380690,"Action, Indie"
6619,380700,"Action, Adventure, Casual, Indie"
6620,380750,"Action, Adventure, RPG"
6621,380790,"Casual, Indie, Massively Multiplayer, Strategy"
6622,380810,"Adventure, Indie"
6623,380840,"Action, Free to Play, Indie"
6624,380860,"Action, Indie"
6625,380920,"Action, Adventure, Indie"
6626,380950,"Simulation, Sports"
6627,380990,"Action, Indie"
6628,381000,"Casual, Indie, Simulation"
6629,381010,"Adventure, Casual, Simulation"
6630,381020,"Action, Indie, Simulation"
6631,381050,"Action, Adventure, Indie"
6632,381090,"Action, Adventure, Indie"
6633,381100,Adventure
6634,381120,"Adventure, Indie, RPG, Simulation"
6635,381130,"Indie, Simulation, Strategy"
6636,381140,"Violent, Gore, Action"
6637,381170,"Action, Adventure, Indie"
6638,381180,"Massively Multiplayer, RPG, Early Access"
6639,381210,Action
6640,381220,"Action, Casual, Indie, RPG, Simulation, Strategy"
6641,381250,"Action, Indie, Strategy"
6642,381260,"Adventure, Indie"
6643,381290,"Action, Simulation, Early Access"
6644,381310,Indie
6645,381320,"Action, Indie"
6646,381340,"Casual, Indie"
6647,381550,Action
6648,381560,"Casual, Free to Play, Strategy"
6649,381590,"Action, Casual, Indie, Racing, Sports"
6650,381610,"Action, Indie"
6651,381640,"Free to Play, Massively Multiplayer, RPG"
6652,381750,"Action, Indie, Racing, Simulation, Sports"
6653,381780,"Adventure, Indie, Strategy"
6654,381800,"Racing, Early Access"
6655,381850,"Adventure, Casual, Racing"
6656,381870,Indie
6657,381880,"Action, Adventure, Indie"
6658,381890,Indie
6659,381900,Indie
6660,381910,"Action, Indie"
6661,381940,Action
6662,381990,"Action, Adventure, Casual, Free to Play, Massively Multiplayer, Racing, RPG"
6663,382000,"Casual, Free to Play, Simulation, Animation & Modeling, Early Access"
6664,382050,"Action, Adventure, Indie, RPG"
6665,382070,"Adventure, Indie"
6666,382080,"Action, Adventure, Casual, Indie"
6667,382090,"Action, Adventure, Indie"
6668,382110,Utilities
6669,382120,"Adventure, Casual, Free to Play, Indie"
6670,382130,Action
6671,382140,"Adventure, Indie, Simulation"
6672,382160,"Action, Adventure, Indie"
6673,382180,"Action, Indie"
6674,382250,"Action, Indie"
6675,382260,"Action, Casual, Free to Play, Indie"
6676,382270,"Casual, Indie"
6677,382300,"Action, Adventure, Indie"
6678,382310,"Indie, Simulation, Early Access"
6679,382320,"Casual, Indie, RPG"
6680,382330,"Action, Indie, RPG, Simulation, Strategy"
6681,382350,"Action, Adventure, Indie"
6682,382360,Action
6683,382380,"Adventure, Casual, Indie, RPG"
6684,382420,Action
6685,382480,"Action, Adventure, Indie, RPG, Early Access"
6686,382490,"Action, Free to Play, Indie"
6687,382570,"Action, Adventure, Indie"
6688,382880,Strategy
6689,382890,RPG
6690,382900,RPG
6691,382920,"Action, Indie"
6692,383010,"Action, Casual, Indie, Early Access"
6693,383020,"Action, Adventure, Casual, Indie, RPG, Strategy, Early Access"
6694,383070,"Action, Indie, Strategy"
6695,383080,"Sexual Content, Nudity, Casual, Free to Play, Indie"
6696,383100,Strategy
6697,383120,"Adventure, Indie, Simulation, Strategy, Early Access"
6698,383150,Action
6699,383180,Action
6700,383190,"Casual, Indie"
6701,383230,"Action, Adventure, Indie, RPG"
6702,383240,"Adventure, Casual, Indie"
6703,383270,"Adventure, Indie"
6704,383330,"Indie, Strategy"
6705,383460,"Adventure, Indie"
6706,383520,"Indie, RPG, Strategy"
6707,383530,"Action, Indie"
6708,383540,"Casual, Indie, Strategy"
6709,383560,"Adventure, Indie"
6710,383580,"Action, Adventure, Indie, RPG, Simulation"
6711,383590,Simulation
6712,383620,"Racing, Simulation"
6713,383630,"Action, Adventure, Indie"
6714,383670,"Casual, Indie"
6715,383690,"Adventure, Indie"
6716,383700,"Action, Casual"
6717,383710,Action
6718,383720,"Adventure, RPG, Simulation, Strategy"
6719,383730,Web Publishing
6720,383750,"Action, Adventure, Casual"
6721,383780,Adventure
6722,383790,"Action, Indie"
6723,383800,"Action, Indie"
6724,383810,"Action, Indie"
6725,383840,"Action, Indie, Simulation, Early Access"
6726,383870,"Adventure, Indie"
6727,383930,"Action, Adventure, Indie"
6728,383950,"Casual, Indie"
6729,383960,"Indie, RPG"
6730,383980,Indie
6731,384000,"Action, Adventure, Indie"
6732,384010,"Action, Casual, Indie"
6733,384030,"Adventure, Free to Play, Massively Multiplayer, RPG"
6734,384040,"Casual, Indie, Racing"
6735,384080,Simulation
6736,384090,"Action, Adventure, Indie, RPG, Early Access"
6737,384100,"Action, Indie"
6738,384110,"Action, Adventure, Indie, RPG"
6739,384120,"Action, Casual, Indie"
6740,384150,"Action, Casual, Indie"
6741,384180,"Free to Play, Massively Multiplayer, Simulation, Strategy"
6742,384190,"Action, Adventure, Casual, Indie, Simulation"
6743,384200,"Action, Indie"
6744,384210,"Casual, Strategy"
6745,384230,"Casual, Indie, Sports"
6746,384250,"Action, Indie"
6747,384280,"Action, Adventure, Indie"
6748,384300,Utilities
6749,384310,"Adventure, Indie, RPG, Simulation, Strategy"
6750,384320,Sports
6751,384330,"Indie, Racing"
6752,384360,"Casual, Indie"
6753,384480,"Action, Adventure, Casual, Indie"
6754,384490,"Action, Adventure, Indie"
6755,384500,"Action, Adventure, Indie, RPG"
6756,384550,"Casual, Indie, Simulation, Strategy"
6757,384570,"Action, Adventure, RPG"
6758,384590,"Action, Indie"
6759,384630,"Adventure, Indie"
6760,384660,"Indie, Strategy"
6761,384680,"Adventure, Indie"
6762,384690,"Action, Indie"
6763,384700,"Action, Indie"
6764,384740,"Adventure, Indie"
6765,384750,Simulation
6766,384840,"Adventure, Indie, Simulation"
6767,384880,"Casual, Simulation"
6768,384890,"Adventure, Indie, Simulation, Strategy"
6769,384900,"Action, Simulation, Strategy, Early Access"
6770,384910,"Adventure, Casual, Indie"
6771,384920,"Indie, Massively Multiplayer, Strategy, Early Access"
6772,384930,"Action, Indie"
6773,384940,"Action, Casual, Indie"
6774,384950,"Indie, RPG"
6775,384960,"Action, Indie, Strategy, Early Access"
6776,384970,"Action, Indie, Simulation, Early Access"
6777,384980,"Casual, Free to Play, Indie, Strategy"
6778,384990,"Action, Indie, Simulation"
6779,385020,"Casual, Indie, Massively Multiplayer, Strategy"
6780,385030,RPG
6781,385060,"Indie, RPG, Strategy"
6782,385070,"Adventure, Indie, RPG"
6783,385080,Casual
6784,385100,"Action, Casual, Indie, RPG"
6785,385130,"Casual, Indie, Simulation, Sports"
6786,385150,"Adventure, Casual, Indie"
6787,385190,"Indie, RPG"
6788,385220,"Action, Adventure, Indie"
6789,385230,"Action, Adventure, Indie"
6790,385240,Simulation
6791,385250,Casual
6792,385260,"Free to Play, RPG"
6793,385270,"Action, Indie, Racing, Simulation, Sports"
6794,385310,"Adventure, Indie"
6795,385330,"Adventure, Indie"
6796,385350,"Action, Indie, Strategy"
6797,385360,"Indie, Strategy"
6798,385370,"Sexual Content, Nudity, Action, Casual, Free to Play, Indie, Simulation"
6799,385380,"Action, Adventure, Indie, RPG, Early Access"
6800,385390,Casual
6801,385400,"Action, Casual, Indie, Simulation"
6802,385410,"Adventure, Casual, Indie"
6803,385440,"Action, Casual, Indie, RPG"
6804,385490,"Indie, Racing, Simulation, Sports"
6805,385530,"Free to Play, Indie, Massively Multiplayer, Strategy"
6806,385560,Action
6807,385580,Indie
6808,385590,"Indie, RPG"
6809,385600,Action
6810,385630,"Action, Indie"
6811,385690,"Casual, Indie, Strategy"
6812,385700,"Action, Indie"
6813,385710,"Action, Adventure, Indie"
6814,385730,"Simulation, Sports"
6815,385760,Sports
6816,385770,"Action, Casual, Free to Play, Indie"
6817,385800,"Sexual Content, Nudity, Casual, Indie"
6818,385810,Strategy
6819,385830,"Action, Adventure, Indie, RPG"
6820,385840,"Adventure, Indie"
6821,385850,"Adventure, Indie"
6822,385860,"Action, Indie"
6823,385890,"Action, Free to Play, Massively Multiplayer, RPG, Strategy, Early Access"
6824,385900,"Adventure, Casual, Indie, RPG"
6825,385940,Strategy
6826,385950,"Casual, Strategy"
6827,385960,Strategy
6828,385980,"Action, Adventure, Casual, Indie"
6829,386010,"Action, Free to Play, Indie, Massively Multiplayer, RPG"
6830,386050,"Action, Indie"
6831,386070,Strategy
6832,386080,"Action, Adventure, Indie, RPG"
6833,386090,"Action, Indie"
6834,386100,"Action, Indie, RPG"
6835,386110,"Adventure, RPG"
6836,386140,"Action, Adventure, Indie, RPG"
6837,386160,Action
6838,386180,"Action, Free to Play, Massively Multiplayer, Racing"
6839,386200,"Action, Adventure, Casual, Indie, Strategy"
6840,386260,"Action, Casual, Indie, RPG, Simulation, Strategy"
6841,386280,"Action, Indie, RPG"
6842,386290,"Action, Casual, Indie, Simulation"
6843,386320,"Action, Indie, Strategy"
6844,386330,"Action, Adventure, RPG, Strategy"
6845,386340,"Action, Adventure, Indie, Early Access"
6846,386350,"Indie, Strategy"
6847,386360,"Action, Free to Play"
6848,386390,Action
6849,386400,"Casual, Indie, Sports"
6850,386420,"Casual, Indie"
6851,386430,"Indie, Sports"
6852,386460,"Action, Adventure, Indie"
6853,386480,"Adventure, Casual, Indie, Simulation, Strategy"
6854,386490,"Casual, Indie, RPG"
6855,386510,"Action, Casual, Indie"
6856,386520,"Indie, RPG"
6857,386540,"Action, Indie, Simulation, Strategy"
6858,386550,Audio Production
6859,386560,"Action, Indie"
6860,386590,"Adventure, Indie, RPG, Simulation, Early Access"
6861,386600,"Action, Free to Play, Indie, Early Access"
6862,386620,"Action, Indie, Simulation, Strategy"
6863,386630,Action
6864,386640,"Free to Play, Massively Multiplayer, Strategy"
6865,386650,"Action, Indie, RPG, Early Access"
6866,386690,"Indie, Simulation"
6867,386700,"Indie, Simulation, Strategy"
6868,386710,"Adventure, Casual, Indie, RPG"
6869,386740,"Indie, Strategy"
6870,386750,"Action, Indie"
6871,386770,"Sexual Content, Action"
6872,386840,"Indie, Strategy"
6873,386870,"Adventure, Casual, Indie"
6874,386880,"Action, Adventure, Indie, Simulation"
6875,386900,"Indie, Strategy"
6876,386930,"Action, Indie, Simulation"
6877,386940,"Action, Casual, Indie"
6878,386960,"Sexual Content, Nudity, Casual, Indie"
6879,386970,"Adventure, Casual, Indie"
6880,386990,"Indie, Simulation"
